nome,ruolo,ruolo_mantra,squadra,presenze,media_voto,fantamedia,gol,gol_subiti,rigori_tirati,rigori_parati,assist,ammonizioni,espulsioni,stagione
Belotti,A,Pc,FIO,24,6.21,7.1,6,0,0,0,4,1,0,2023-24
Soule',A,W;A,FRO,36,6.29,7.07,11,0,5,0,2,4,0,2023-24
Orsolini,C,W,BOL,31,6.16,7.06,10,0,2,0,2,2,0,2023-24
Pavoletti,A,Pc,CAG,14,6.25,7.04,4,0,0,0,1,4,0,2023-24
Okafor,A,Pc,MIL,24,6.21,7.02,6,0,0,0,2,1,0,2023-24
Odgaard,A,Pc,BOL,9,6.22,7.0,2,0,0,0,1,1,0,2023-24
Frattesi,C,C,INT,28,6.27,7.0,6,0,0,0,3,1,0,2023-24
Bisseck,D,Dc,INT,11,6.36,7.0,2,0,0,0,1,0,0,2023-24
Maldini,C,T;A,MON,16,6.19,6.97,4,0,0,0,1,1,0,2023-24
Pellegrini Lo.,C,C;T,ROM,29,6.14,6.95,8,0,1,0,3,7,0,2023-24
Ferguson,C,C;T,BOL,31,6.39,6.94,6,0,0,0,3,8,0,2023-24
Zarraga,C,C,UDI,7,6.07,6.93,2,0,0,0,0,0,0,2023-24
Colpani,C,C;T,MON,38,6.2,6.92,8,0,0,0,4,1,0,2023-24
Arnautovic,A,Pc,INT,24,6.15,6.9,5,0,0,0,3,0,0,2023-24
Bonaventura,C,C;T,FIO,31,6.21,6.89,8,0,0,0,3,6,0,2023-24
Politano,C,W,NAP,37,6.19,6.89,8,0,2,0,7,2,1,2023-24
Pasalic,C,T,ATA,33,6.21,6.89,6,0,2,0,6,3,0,2023-24
Gaetano,C,C;T,CAG,17,6.12,6.88,5,0,1,0,0,2,1,2023-24
Candreva,C,W,SAL,34,6.21,6.87,6,0,1,0,7,5,0,2023-24
Ngonge,A,A,NAP,28,6.14,6.86,7,0,0,0,2,6,0,2023-24
Fabbian,C,C,BOL,22,6.23,6.86,5,0,0,0,1,4,0,2023-24
Luis Alberto,C,C;T,LAZ,32,6.27,6.84,5,0,0,0,7,7,0,2023-24
Thauvin,A,A,UDI,25,6.2,6.84,5,0,1,0,3,4,0,2023-24
El Azzouzi,C,M;C,BOL,9,6.11,6.83,2,0,0,0,2,4,0,2023-24
Simy,A,Pc,SAL,11,6.0,6.82,3,0,0,0,0,0,0,2023-24
Miranchuk,C,T;A,ATA,22,6.2,6.82,3,0,0,0,5,1,0,2023-24
Zurkowski,C,C,EMP,13,6.04,6.81,4,0,0,0,0,4,0,2023-24
Jovic,A,Pc,MIL,19,5.89,6.79,6,0,0,0,1,2,1,2023-24
Harroui,C,M;C,FRO,17,6.15,6.79,3,0,1,0,3,2,0,2023-24
Retegui,A,Pc,GEN,29,6.09,6.79,7,0,1,0,2,5,0,2023-24
Vecino,C,M;C,LAZ,25,6.16,6.78,6,0,0,0,1,8,0,2023-24
Zaccagni,C,W;A,LAZ,28,6.23,6.77,6,0,0,0,1,8,0,2023-24
Azmoun,A,Pc,ROM,15,6.23,6.77,3,0,0,0,0,4,0,2023-24
Sanchez,A,A,INT,19,6.18,6.76,2,0,1,0,5,0,0,2023-24
Cheddira,A,Pc,FRO,31,6.05,6.76,7,0,1,0,1,0,0,2023-24
Luvumbo,A,A,CAG,30,6.27,6.75,4,0,0,0,5,5,0,2023-24
Lucca,A,Pc,UDI,34,6.04,6.75,8,0,0,0,3,6,0,2023-24
Samardzic,C,C;T,UDI,33,6.18,6.74,6,0,1,0,2,3,0,2023-24
Aouar,C,C;T,ROM,13,5.92,6.73,4,0,0,0,0,3,0,2023-24
Viola,C,C,CAG,25,6.2,6.7,5,0,0,0,2,3,0,2023-24
Pinamonti,A,Pc,SAS,37,5.92,6.7,11,0,2,0,1,4,0,2023-24
Muriel,A,Pc,ATA,13,6.15,6.69,2,0,0,0,1,0,0,2023-24
Loftus-Cheek,C,C,MIL,29,6.12,6.69,6,0,0,0,1,5,0,2023-24
Mkhitaryan,C,C;T,INT,36,6.4,6.68,2,0,0,0,6,4,0,2023-24
De Silvestri,D,Dd;E,BOL,12,6.17,6.67,2,0,0,0,0,0,0,2023-24
Djuric,A,Pc,MON,36,6.08,6.67,9,0,1,0,2,4,0,2023-24
Ekuban,A,A,GEN,23,6.09,6.65,4,0,0,0,1,0,0,2023-24
Beltran L.,A,Pc,FIO,30,6.12,6.65,6,0,1,0,1,6,0,2023-24
Malinovskyi,C,T,GEN,23,6.22,6.63,4,0,0,0,1,7,0,2023-24
Zortea,D,Dd;Ds;E,FRO,19,6.16,6.63,2,0,0,0,5,4,0,2023-24
Barak,C,T,FIO,13,6.08,6.62,2,0,0,0,2,2,0,2023-24
Davis K.,A,Pc,UDI,5,6.2,6.6,1,0,0,0,0,2,0,2023-24
Felipe Anderson,C,W;A,LAZ,38,6.08,6.59,5,0,0,0,6,3,0,2023-24
Immobile,A,Pc,LAZ,28,5.91,6.59,7,0,4,0,1,8,0,2023-24
Pereyra,C,C;W,UDI,26,6.12,6.58,4,0,1,0,3,6,0,2023-24
Calafiori,D,Ds;E,BOL,27,6.35,6.57,2,0,0,0,4,4,0,2023-24
Elmas,C,C;W;T,NAP,9,6.0,6.56,2,0,0,0,0,2,0,2023-24
Ederson D.s.,C,C;T,ATA,36,6.14,6.56,6,0,0,0,1,8,0,2023-24
Toure' E.,A,Pc,ATA,9,6.0,6.56,2,0,0,0,0,2,0,2023-24
Swiderski,A,Pc,VER,13,6.08,6.54,2,0,0,0,0,0,0,2023-24
Barella,C,C,INT,37,6.38,6.53,2,0,0,0,3,7,0,2023-24
Dumfries,D,E,INT,30,6.1,6.53,4,0,0,0,3,2,1,2023-24
Dia,A,Pc,SAL,17,5.85,6.53,4,0,1,0,0,1,0,2023-24
Mazzitelli,C,M;C,FRO,29,6.1,6.52,5,0,0,0,0,4,1,2023-24
Tchaouna,C,W,SAL,29,6.07,6.52,4,0,0,0,3,4,0,2023-24
Acerbi,D,Dc,INT,29,6.17,6.5,3,0,0,0,1,1,0,2023-24
Di Gennaro,P,Por,INT,1,6.5,6.5,0,0,0,0,0,0,0,2023-24
Pinsoglio,P,Por,JUV,1,6.5,6.5,0,0,0,0,0,0,0,2023-24
Sensi,C,C;T,INT,1,6.5,6.5,0,0,0,0,0,0,0,2023-24
Rossi F.,P,Por,ATA,1,6.5,6.5,0,0,0,0,0,0,0,2023-24
Rabiot,C,C,JUV,31,6.08,6.5,5,0,0,0,2,8,0,2023-24
Buongiorno,D,Dc,TOR,29,6.31,6.5,3,0,0,0,0,7,0,2023-24
Demme,C,M,NAP,2,6.25,6.5,0,0,0,0,1,1,0,2023-24
Asllani,C,M;C,INT,16,6.22,6.5,1,0,0,0,2,1,0,2023-24
Maric,A,Pc,MON,7,6.07,6.5,1,0,0,0,0,0,0,2023-24
Ibrahimovic A.,C,C;W;T,FRO,8,6.06,6.5,1,0,0,0,1,1,0,2023-24
Buchanan T.,C,E,INT,7,6.07,6.5,1,0,0,0,0,0,0,2023-24
Castro S.,A,Pc,BOL,5,6.0,6.5,1,0,0,0,0,1,0,2023-24
Oudin,C,W;T,LEC,31,6.18,6.48,3,0,0,0,2,3,0,2023-24
Bennacer,C,M;C,MIL,18,6.08,6.47,2,0,1,0,2,2,0,2023-24
Saelemaekers,C,W,BOL,30,6.08,6.47,4,0,0,0,3,5,1,2023-24
Suslov,C,C;W;T,VER,30,6.12,6.47,3,0,1,0,5,7,0,2023-24
Rugani,D,Dc,JUV,14,6.11,6.46,2,0,0,0,0,2,0,2023-24
Duncan,C,C,FIO,26,6.08,6.46,2,0,0,0,5,2,0,2023-24
Milik,A,Pc,JUV,24,6.0,6.46,4,0,0,0,1,2,1,2023-24
Pessina,C,C;T,MON,37,6.07,6.46,6,0,4,0,2,3,1,2023-24
Lauriente',A,A,SAS,37,5.99,6.46,5,0,0,0,5,5,0,2023-24
Isaksen,A,A,LAZ,23,6.07,6.46,3,0,0,0,1,3,0,2023-24
Bastoni,D,Dc,INT,28,6.32,6.45,1,0,0,0,3,5,0,2023-24
Hernandez T.,D,Ds;E,MIL,32,6.17,6.45,5,0,1,0,3,10,1,2023-24
Dragusin,D,Dd;Dc,GEN,19,6.11,6.45,2,0,0,0,1,1,0,2023-24
Sottil,C,W,FIO,18,5.97,6.44,2,0,0,0,3,1,0,2023-24
Raspadori,A,A,NAP,33,5.98,6.44,5,0,0,0,3,0,0,2023-24
Brescianini,C,M;C,FRO,35,6.09,6.44,4,0,0,0,1,1,0,2023-24
Shomurodov,A,Pc,CAG,20,5.85,6.42,3,0,0,0,3,1,0,2023-24
Frendrup,C,E;M,GEN,37,6.23,6.42,2,0,0,0,4,6,0,2023-24
De Vrij,D,Dc,INT,22,6.27,6.41,1,0,0,0,0,0,0,2023-24
Piccoli,A,Pc,LEC,32,6.02,6.41,5,0,1,0,0,5,0,2023-24
Martinez Quarta,D,Dc,FIO,28,6.04,6.41,5,0,0,0,0,9,0,2023-24
Mota,A,A,MON,33,6.0,6.41,4,0,0,0,3,3,0,2023-24
Folorunsho,C,C;T,VER,33,6.0,6.41,5,0,0,0,1,5,0,2023-24
El Shaarawy,C,W;A,ROM,29,6.05,6.4,3,0,0,0,2,2,0,2023-24
Thorstvedt,C,C;T,SAS,34,5.94,6.4,6,0,0,0,1,7,0,2023-24
Colombo,A,Pc,MON,23,5.89,6.39,4,0,0,0,1,3,0,2023-24
Ilic,C,C,TOR,28,6.07,6.38,3,0,0,0,1,3,0,2023-24
Oristanio,C,W;T;A,CAG,24,6.1,6.38,2,0,0,0,1,1,0,2023-24
Reijnders,C,M;C,MIL,36,6.12,6.38,3,0,0,0,4,8,0,2023-24
Lykogiannis,D,Ds;E,BOL,18,5.97,6.36,2,0,0,0,2,2,0,2023-24
Bremer,D,Dc,JUV,36,6.24,6.36,3,0,0,0,0,9,0,2023-24
Cristante,C,M;C,ROM,37,6.11,6.35,3,0,0,0,4,8,0,2023-24
Bellanova,D,Dd;E,TOR,36,6.14,6.35,1,0,0,0,7,5,0,2023-24
Messias,C,W,GEN,17,6.18,6.35,1,0,0,0,0,0,0,2023-24
Arthur Melo,C,M;C,FIO,32,6.12,6.34,2,0,1,0,2,2,0,2023-24
Zielinski,C,C;T,NAP,27,5.94,6.33,3,0,1,0,2,1,0,2023-24
Darmian,D,Dd;Dc,INT,32,6.14,6.33,2,0,0,0,1,2,0,2023-24
Ravaglia F.,P,Por,BOL,6,6.33,6.33,0,3,0,1,0,0,0,2023-24
Banda,A,A,LEC,21,6.07,6.33,2,0,0,0,3,5,1,2023-24
Schuurs,D,Dc,TOR,9,6.11,6.33,1,0,0,0,0,2,0,2023-24
Tomori,D,Dc,MIL,25,6.0,6.32,4,0,0,0,0,6,1,2023-24
McKennie,C,C,JUV,33,6.2,6.32,0,0,0,0,7,6,0,2023-24
Henry,A,Pc,VER,11,5.91,6.32,3,0,0,0,0,2,1,2023-24
Carboni V.,C,T;A,MON,25,6.02,6.32,2,0,0,0,2,2,0,2023-24
Castellanos,A,Pc,LAZ,31,5.87,6.32,4,0,0,0,3,2,0,2023-24
Defrel,A,A,SAS,13,5.92,6.31,1,0,0,0,2,0,0,2023-24
Thorsby,C,M;C,GEN,21,5.98,6.31,2,0,0,0,2,2,0,2023-24
Reinier,C,W;T,FRO,16,5.97,6.31,2,0,0,0,1,3,0,2023-24
Cancellieri,A,A,EMP,34,6.0,6.31,4,0,0,0,2,7,0,2023-24
Bonazzoli,A,A,VER,22,5.89,6.3,3,0,0,0,1,2,0,2023-24
Sansone,A,A,LEC,22,6.02,6.3,2,0,0,0,2,4,0,2023-24
Spinazzola,D,E,ROM,23,6.09,6.3,1,0,0,0,2,0,0,2023-24
Kouame',A,A,FIO,20,5.95,6.3,2,0,0,0,1,0,0,2023-24
Vlasic,C,W;T,TOR,33,6.02,6.3,3,0,0,0,2,3,0,2023-24
Krstovic,A,Pc,LEC,33,5.91,6.3,7,0,1,0,1,4,1,2023-24
Patric,D,Dd;Dc,LAZ,19,6.08,6.29,2,0,0,0,0,4,0,2023-24
Kastanos,C,C;T,SAL,24,6.0,6.29,3,0,0,0,0,5,0,2023-24
Kaio Jorge,A,Pc,FRO,14,5.93,6.29,3,0,1,0,0,2,0,2023-24
Yildiz,A,A,JUV,21,6.05,6.29,2,0,0,0,0,3,0,2023-24
Mandragora,C,M;C,FIO,30,5.95,6.28,3,0,0,0,3,5,0,2023-24
Cuni,A,Pc,FRO,9,5.94,6.28,1,0,0,0,0,0,0,2023-24
Mina,D,Dc,CAG,15,6.03,6.27,2,0,1,0,0,5,0,2023-24
Bajrami,C,T,SAS,24,5.94,6.27,2,0,0,0,2,0,0,2023-24
Baldanzi,C,T;A,ROM,24,6.08,6.27,2,0,0,0,0,3,0,2023-24
Gabbia,D,Dc,MIL,17,6.06,6.26,2,0,0,0,0,5,0,2023-24
Gomez,C,W;T,MON,2,6.25,6.25,0,0,0,0,0,0,0,2023-24
Alex Sandro,D,Ds;Dc,JUV,10,6.0,6.25,1,0,0,0,0,1,0,2023-24
Baez,C,W,FRO,10,6.0,6.25,1,0,0,0,0,1,0,2023-24
Abraham,A,Pc,ROM,6,5.83,6.25,1,0,0,0,0,1,0,2023-24
Fagioli,C,C;T,JUV,8,6.06,6.25,0,0,0,0,2,1,0,2023-24
Chukwueze,C,W;A,MIL,20,6.02,6.25,1,0,0,0,2,1,0,2023-24
Monterisi,D,Dc,FRO,18,5.83,6.25,2,0,0,0,2,1,0,2023-24
Vignato S.,C,T;A,MON,8,6.0,6.25,1,0,0,0,0,2,0,2023-24
Belahyane,C,M;C,VER,2,6.25,6.25,0,0,0,0,0,0,0,2023-24
Sanabria,A,Pc,TOR,35,5.84,6.24,5,0,2,0,0,2,0,2023-24
Lapadula,A,Pc,CAG,21,5.88,6.24,3,0,1,0,0,3,0,2023-24
Pavard,D,Dd;Dc,INT,21,6.29,6.24,0,0,0,0,2,6,0,2023-24
Di Lorenzo,D,Dd;E,NAP,36,6.07,6.21,1,0,0,0,5,6,0,2023-24
Guendouzi,C,C;T,LAZ,33,6.02,6.21,2,0,0,0,3,3,1,2023-24
Carlos Augusto,D,E,INT,35,6.14,6.21,0,0,0,0,3,1,0,2023-24
Moro N.,C,M;C,BOL,17,6.03,6.21,1,0,0,0,0,0,0,2023-24
Pierotti,A,A,LEC,7,6.07,6.21,0,0,0,0,1,0,0,2023-24
Cuadrado,D,E,INT,10,6.05,6.2,0,0,0,0,2,1,0,2023-24
Mancini,D,Dc,ROM,35,5.99,6.2,4,0,0,0,0,9,0,2023-24
Renato Sanches,C,C,ROM,5,5.8,6.2,1,0,0,0,0,2,0,2023-24
Cambiaghi,A,A,EMP,37,6.14,6.2,1,0,0,0,1,3,0,2023-24
Nandez,C,E;C,CAG,30,6.03,6.2,2,0,1,0,2,7,0,2023-24
Scalvini,D,Dc,ATA,33,6.06,6.2,1,0,0,0,3,3,0,2023-24
Iling Junior,C,W,JUV,20,5.98,6.2,1,0,0,0,2,1,0,2023-24
Lazovic,C,E;W,VER,31,5.87,6.19,3,0,1,0,2,0,1,2023-24
Florenzi,D,Dd;Ds;E,MIL,27,6.0,6.19,1,0,0,0,4,5,0,2023-24
Marchizza,D,Ds;Dc,FRO,13,6.0,6.19,0,0,0,0,3,1,0,2023-24
Maggiore,C,C,SAL,26,5.87,6.19,4,0,0,0,1,7,1,2023-24
Vasquez,D,Ds;Dc,GEN,35,6.16,6.19,1,0,0,0,1,6,0,2023-24
Brekalo,A,W;A,FIO,11,5.91,6.18,1,0,0,0,0,0,0,2023-24
Rodriguez R.,D,Ds;Dc,TOR,35,6.11,6.17,1,0,0,0,1,4,0,2023-24
Kayode,D,Dd;Ds;E,FIO,26,6.06,6.17,1,0,0,0,1,2,0,2023-24
Jankto,C,E;C,CAG,16,5.84,6.16,1,0,0,0,2,0,0,2023-24
Kovalenko,C,C;T,EMP,16,5.94,6.16,1,0,0,0,1,1,0,2023-24
Caputo,A,Pc,EMP,20,5.7,6.15,3,0,1,0,0,0,0,2023-24
Rrahmani,D,Dc,NAP,30,5.93,6.15,3,0,0,0,0,5,0,2023-24
Jovane,A,A,SAL,10,5.9,6.15,1,0,0,0,0,1,0,2023-24
Posch,D,Dd;Dc,BOL,30,6.1,6.15,1,0,0,0,2,7,0,2023-24
Badelj,C,M;C,GEN,32,6.05,6.14,1,0,0,0,3,6,0,2023-24
Adli,C,T,MIL,21,5.98,6.14,1,0,0,0,2,3,0,2023-24
Paredes,C,M;C,ROM,34,5.99,6.13,3,0,3,0,4,14,1,2023-24
Sulemana I.,C,M;C,CAG,19,5.89,6.13,2,0,0,0,0,4,0,2023-24
Almqvist,A,A,LEC,30,5.98,6.13,2,0,0,0,1,5,0,2023-24
Cambiaso,D,Dd;Ds;E,JUV,34,6.0,6.12,2,0,0,0,3,10,0,2023-24
Biraghi,D,Ds;E,FIO,28,5.96,6.11,2,0,0,0,5,8,0,2023-24
Danilo,D,Dd;Ds;Dc,JUV,28,6.09,6.11,1,0,0,0,1,7,0,2023-24
Gatti,D,Dc,JUV,32,5.97,6.11,4,0,0,0,0,7,0,2023-24
Karamoh,A,A,TOR,5,6.1,6.1,0,0,0,0,0,0,0,2023-24
Kamara H.,D,Ds;E,UDI,31,6.06,6.1,1,0,0,0,0,4,0,2023-24
Kamada,C,C;T,LAZ,25,5.88,6.1,2,0,0,0,1,3,0,2023-24
Ghedjemis,A,W;A,FRO,5,6.2,6.1,0,0,0,0,0,1,0,2023-24
Nzola,A,Pc,FIO,29,5.74,6.09,3,0,1,0,2,2,0,2023-24
Lovric,C,C;T,UDI,29,5.97,6.09,1,0,0,0,2,1,1,2023-24
Sambia,D,Dd;E,SAL,16,5.91,6.09,1,0,0,0,2,4,0,2023-24
Gendrey,D,Dd;E,LEC,37,5.92,6.09,2,0,0,0,3,5,0,2023-24
Karsdorp,D,Dd;E,ROM,18,6.03,6.08,0,0,0,0,2,2,0,2023-24
Ikone',C,W,FIO,26,5.79,6.08,3,0,0,0,1,5,0,2023-24
Racic,C,M;C,SAS,18,5.89,6.08,1,0,0,0,1,1,0,2023-24
Ruggeri,D,Ds;E,ATA,33,5.97,6.08,0,0,0,0,5,3,0,2023-24
Ndoye,C,W;A,BOL,31,6.02,6.08,1,0,0,0,1,4,0,2023-24
Holm,D,E,ATA,18,5.94,6.08,1,0,0,0,1,5,0,2023-24
Vignato,C,W;T,SAL,7,6.0,6.07,0,0,0,0,1,1,0,2023-24
Bani,D,Dc,GEN,27,6.02,6.07,2,0,0,0,0,9,0,2023-24
Kolasinac,D,Ds;Dc,ATA,29,6.03,6.07,1,0,0,0,0,4,0,2023-24
Lazaro,D,E,TOR,30,6.02,6.07,0,0,0,0,3,3,0,2023-24
Rovella,C,M;C,LAZ,21,6.12,6.07,0,0,0,0,2,6,0,2023-24
Lucumi',D,Dc,BOL,29,6.1,6.07,0,0,0,0,0,2,0,2023-24
Alcaraz,C,C;T,JUV,7,5.93,6.07,0,0,0,0,1,0,0,2023-24
Zappacosta,D,E,ATA,31,5.92,6.06,2,0,0,0,1,5,0,2023-24
Freuler,C,M;C,BOL,32,6.11,6.06,1,0,0,0,0,9,0,2023-24
Toljan,D,Dd;E,SAS,24,5.92,6.06,0,0,0,0,4,1,0,2023-24
Cerri,A,Pc,EMP,11,5.86,6.05,1,0,0,0,0,2,0,2023-24
Luperto,D,Dc,EMP,38,6.0,6.05,1,0,0,0,1,4,0,2023-24
Huijsen,D,Dc,ROM,11,5.86,6.05,2,0,0,0,0,4,0,2023-24
Calabria,D,Dd;E,MIL,29,5.95,6.03,1,0,0,0,3,3,2,2023-24
Pellegri,A,Pc,TOR,15,5.87,6.03,1,0,0,0,1,3,0,2023-24
Lirola,D,Dd;E,FRO,24,5.75,6.02,2,0,0,0,1,1,0,2023-24
Marin,C,M;C,EMP,28,5.98,6.02,0,0,0,0,2,3,0,2023-24
Beukema,D,Dc,BOL,30,6.02,6.02,1,0,0,0,0,4,1,2023-24
Payero,C,C;T,UDI,28,5.88,6.02,2,0,0,0,2,6,1,2023-24
Saponara,C,W;T,VER,10,6.0,6.0,0,0,0,0,0,0,0,2023-24
Pogba,C,C;T,JUV,2,6.0,6.0,0,0,0,0,0,0,0,2023-24
De Sciglio,D,Dd;Ds;E,JUV,1,6.0,6.0,0,0,0,0,0,0,0,2023-24
Petagna,A,Pc,CAG,15,5.8,6.0,1,0,0,0,1,2,0,2023-24
Lulic K.,C,C,FRO,1,6.0,6.0,0,0,0,0,0,0,0,2023-24
Walace,C,M;C,UDI,37,5.93,6.0,2,0,0,0,0,7,0,2023-24
Pedro,A,A,LAZ,26,5.92,6.0,1,0,0,0,1,4,0,2023-24
Contini,P,Por,NAP,1,6.0,6.0,0,0,0,0,0,0,0,2023-24
Klaassen,C,C;T,INT,6,6.0,6.0,0,0,0,0,0,1,0,2023-24
Nicolussi Caviglia,C,M;C,JUV,6,5.92,6.0,0,0,0,0,1,1,0,2023-24
Gallo,D,Ds;E,LEC,34,5.94,6.0,0,0,0,0,3,2,0,2023-24
Adopo,C,M;C,ATA,4,5.75,6.0,0,0,0,0,1,0,0,2023-24
Carboni A.,D,Ds;Dc,MON,21,5.88,6.0,1,0,0,0,0,1,0,2023-24
Bakker,D,E,ATA,9,5.72,6.0,1,0,0,0,0,1,0,2023-24
Bastoni S.,D,Ds;E,EMP,12,5.88,6.0,1,0,0,0,0,3,0,2023-24
Djalo',D,Dd;Ds;Dc,JUV,1,6.0,6.0,0,0,0,0,0,0,0,2023-24
Zima,D,Dc,TOR,3,6.0,6.0,0,0,0,0,0,0,0,2023-24
Haps,D,Ds;E,GEN,14,5.93,6.0,0,0,0,0,1,0,0,2023-24
Volpato,C,T,SAS,17,5.85,6.0,1,0,0,0,0,1,0,2023-24
Ostigard,D,Dc,NAP,20,5.9,6.0,1,0,0,0,0,2,0,2023-24
Bijol,D,Dc,UDI,24,6.08,6.0,0,0,0,0,0,4,0,2023-24
Kristiansen,D,Ds;E,BOL,30,5.97,6.0,0,0,0,0,3,4,0,2023-24
Borrelli,A,Pc,FRO,1,6.0,6.0,0,0,0,0,0,0,0,2023-24
Lipani,C,M;C,SAS,7,6.0,6.0,0,0,0,0,0,0,0,2023-24
Dorgu,D,Ds;E,LEC,29,5.9,6.0,2,0,0,0,0,6,0,2023-24
Burnete,A,Pc,LEC,1,6.0,6.0,0,0,0,0,0,0,0,2023-24
Pagano,C,C;T,ROM,2,6.0,6.0,0,0,0,0,0,0,0,2023-24
Prati,C,M;C,CAG,26,5.92,6.0,1,0,0,0,1,4,0,2023-24
Pierozzi,D,Dd;Ds;E,SAL,12,6.0,6.0,1,0,0,0,0,6,0,2023-24
Martegani,C,T,SAL,15,5.83,6.0,1,0,0,0,0,1,0,2023-24
Kutlu,C,M;C,GEN,6,6.0,6.0,0,0,0,0,0,0,0,2023-24
Bartesaghi,D,Ds;E,MIL,3,6.0,6.0,0,0,0,0,0,0,0,2023-24
Tavsan,A,A,VER,2,6.0,6.0,0,0,0,0,0,0,0,2023-24
Weissman,A,Pc,SAL,11,5.73,6.0,1,0,0,0,0,0,0,2023-24
Duda,C,C;T,VER,32,6.05,5.98,1,0,0,0,5,10,2,2023-24
Kostic,C,E;W,JUV,29,5.91,5.98,0,0,0,0,3,2,0,2023-24
Zemura,D,Ds;E,UDI,21,5.86,5.98,1,0,0,0,0,1,0,2023-24
De Roon,C,M;C,ATA,30,5.97,5.97,0,0,0,0,5,10,0,2023-24
Llorente D.,D,Dc,ROM,29,5.91,5.97,1,0,0,0,1,5,0,2023-24
Spence,D,Dd;E,GEN,15,6.0,5.97,0,0,0,0,0,1,0,2023-24
Vogliacco,D,Dd;Dc,GEN,15,6.03,5.97,0,0,0,0,1,4,0,2023-24
Strootman,C,M;C,GEN,23,5.96,5.96,0,0,0,0,2,4,0,2023-24
Bove,C,C,ROM,28,5.96,5.96,0,0,0,0,1,2,0,2023-24
Viti,D,Dc,SAS,14,5.89,5.96,1,0,0,0,0,0,0,2023-24
Fazzini,C,C;T,EMP,25,5.92,5.96,1,0,0,0,1,6,0,2023-24
Serdar,C,C;T,VER,23,6.07,5.96,0,0,0,0,1,7,0,2023-24
Cataldi,C,M;C,LAZ,22,5.98,5.95,1,0,0,0,0,8,0,2023-24
Vojvoda,D,E,TOR,21,5.88,5.95,0,0,0,0,3,3,0,2023-24
Caso,A,A,FRO,11,5.95,5.95,0,0,0,0,1,2,0,2023-24
Gineitis,C,C,TOR,10,6.05,5.95,0,0,0,0,0,2,0,2023-24
Locatelli,C,M;C,JUV,35,5.83,5.94,1,0,0,0,4,6,0,2023-24
Gonzalez J.,C,C,LEC,27,5.94,5.94,1,0,0,0,0,6,0,2023-24
Dossena,D,Dc,CAG,35,5.84,5.94,2,0,0,0,4,5,0,2023-24
Kean,A,Pc,JUV,14,6.0,5.93,0,0,0,0,0,2,0,2023-24
