nome,ruolo,ruolo_mantra,squadra,presenze,media_voto,fantamedia,gol,gol_subiti,rigori_tirati,rigori_parati,assist,ammonizioni,espulsioni,stagione
Orsolini,C,W;A,BOL,26,6.04,6.81,6,0,2,0,3,2,0,2021-22
Brekalo,A,A,TOR,31,6.08,6.81,7,0,0,0,2,1,0,2021-22
Felipe Anderson,C,W;A,LAZ,38,6.14,6.8,6,0,0,0,8,2,0,2021-22
Nestorovski,A,Pc,UDI,5,6.2,6.8,1,0,0,0,0,1,0,2021-22
Saponara,C,W;T,FIO,24,6.31,6.79,3,0,0,0,3,1,0,2021-22
Chiesa,C,W;A,JUV,14,6.21,6.79,2,0,0,0,2,0,0,2021-22
Barrow,A,A,BOL,33,6.06,6.79,6,0,0,0,6,0,0,2021-22
Zielinski,C,C;T,NAP,34,6.12,6.78,6,0,0,0,5,1,0,2021-22
Bonucci,D,Dc,JUV,23,6.15,6.78,5,0,3,0,0,1,0,2021-22
Pereiro,C,W;T,CAG,18,6.0,6.78,4,0,0,0,2,1,0,2021-22
Petagna,A,Pc,NAP,13,6.04,6.77,3,0,0,0,1,1,0,2021-22
Aramu,C,W;T,VEN,32,6.14,6.77,7,0,3,0,5,6,0,2021-22
Dumfries,D,E,INT,32,6.22,6.77,5,0,0,0,4,3,0,2021-22
Lozano,A,A,NAP,29,6.12,6.76,5,0,0,0,5,3,0,2021-22
Correa,A,A,INT,26,6.06,6.75,6,0,0,0,1,2,0,2021-22
Djuricic,C,T,SAS,10,6.1,6.75,2,0,0,0,1,1,0,2021-22
Tonali,C,M;C,MIL,34,6.37,6.74,5,0,0,0,2,9,0,2021-22
Samardzic,C,T,UDI,13,6.12,6.73,2,0,0,0,2,0,0,2021-22
Koulibaly,D,Dc,NAP,27,6.48,6.72,3,0,0,0,1,5,1,2021-22
Shomurodov,A,Pc,ROM,20,6.1,6.72,3,0,0,0,4,2,0,2021-22
Zurkowski,C,C,EMP,33,6.17,6.7,6,0,0,0,2,5,0,2021-22
Hernandez T.,D,Ds;E,MIL,32,6.3,6.69,5,0,1,0,5,5,2,2021-22
Henry,A,Pc,VEN,32,6.0,6.69,9,0,0,0,2,4,1,2021-22
Di Francesco F.,A,W;A,EMP,25,6.12,6.68,5,0,0,0,0,2,0,2021-22
Criscito,D,Ds;Dc;E,GEN,20,5.98,6.68,6,0,6,0,1,4,0,2021-22
Caicedo,A,Pc,INT,9,6.17,6.67,1,0,0,0,2,1,0,2021-22
Mckennie,C,C,JUV,19,6.18,6.63,3,0,0,0,0,1,0,2021-22
Conti,D,Dd;E,SAM,4,6.0,6.62,1,0,0,0,0,1,0,2021-22
Cuadrado,D,Dd;E,JUV,32,6.3,6.62,4,0,0,0,3,9,0,2021-22
Messias,C,W;T,MIL,26,6.0,6.62,5,0,0,0,2,2,0,2021-22
Koopmeiners,C,M;C,ATA,28,6.3,6.62,4,0,0,0,1,4,0,2021-22
Molina N.,D,Dd;E,UDI,35,6.04,6.6,7,0,0,0,2,5,1,2021-22
Cancellieri,A,A,VER,5,6.1,6.6,1,0,0,0,0,1,0,2021-22
Bremer,D,Dc,TOR,33,6.39,6.59,3,0,0,0,1,7,0,2021-22
Tameze,C,M;C,VER,36,6.25,6.58,4,0,0,0,2,4,0,2021-22
Gagliardini,C,M;C,INT,15,6.1,6.57,2,0,0,0,2,2,0,2021-22
Kessie',C,M;C,MIL,30,6.1,6.57,6,0,2,0,0,2,0,2021-22
Mari',D,Dc,UDI,15,6.27,6.57,2,0,0,0,0,1,1,2021-22
Bonaventura,C,C;W;T,FIO,31,6.18,6.56,4,0,0,0,4,6,1,2021-22
Kean,A,Pc,JUV,25,5.96,6.56,5,0,0,0,2,5,0,2021-22
Rrahmani,D,Dc,NAP,33,6.27,6.56,4,0,0,0,0,5,0,2021-22
Torreira,C,M;C,FIO,30,6.18,6.55,5,0,0,0,1,8,1,2021-22
Djuric,A,Pc,SAL,32,6.05,6.55,5,0,1,0,4,6,0,2021-22
Coulibaly M.,C,M;C,SAL,12,6.08,6.54,2,0,0,0,0,1,0,2021-22
Cabral,A,Pc,FIO,12,6.0,6.54,2,0,0,0,1,1,0,2021-22
Politano,A,W;A,NAP,31,6.13,6.5,3,0,0,0,4,3,0,2021-22
Fares,D,Ds;E,TOR,9,5.83,6.5,2,0,0,0,1,2,0,2021-22
Lukic,C,C;T,TOR,35,6.1,6.5,5,0,3,0,4,10,0,2021-22
Okaka,A,Pc,UDI,1,6.5,6.5,0,0,0,0,0,1,0,2021-22
La Mantia,A,Pc,EMP,13,6.04,6.5,2,0,0,0,0,0,0,2021-22
Gemello,P,Por,TOR,1,6.5,6.5,0,0,0,0,0,0,0,2021-22
Pobega,C,C,TOR,31,6.26,6.5,4,0,0,0,1,11,0,2021-22
Okereke,A,A,VEN,30,5.92,6.5,7,0,0,0,0,5,1,2021-22
Bertola,D,Dc,SPE,1,6.5,6.5,0,0,0,0,0,0,0,2021-22
Lazovic,C,E;W,VER,34,6.22,6.49,1,0,0,0,7,2,0,2021-22
Faraoni,D,Dd;E,VER,32,6.08,6.48,4,0,0,0,5,6,1,2021-22
Elmas,C,C;T,NAP,32,6.11,6.48,3,0,0,0,4,3,0,2021-22
D'ambrosio,D,Dd;Ds;Dc,INT,15,6.23,6.47,1,0,0,0,1,2,0,2021-22
Locatelli,C,M;C,JUV,29,6.16,6.47,3,0,0,0,3,6,0,2021-22
Udogie,D,Ds;E;M,UDI,34,6.0,6.47,5,0,0,0,3,4,0,2021-22
Ederson D.s.,C,M;C,SAL,15,6.17,6.47,2,0,0,0,1,5,0,2021-22
Veretout,C,C,ROM,35,6.06,6.46,4,0,1,0,8,6,0,2021-22
Smalling,D,Dc,ROM,25,6.18,6.46,3,0,0,0,0,0,0,2021-22
Kalulu,D,Dd;Dc,MIL,24,6.33,6.46,1,0,0,0,2,4,0,2021-22
De Ligt,D,Dc,JUV,31,6.19,6.45,3,0,0,0,1,2,1,2021-22
Pussetto,A,W;A,UDI,25,5.94,6.44,4,0,1,0,2,4,0,2021-22
Singo,D,E,TOR,35,6.17,6.44,3,0,0,0,4,5,1,2021-22
Miranchuk,C,T;A,ATA,18,5.89,6.44,2,0,0,0,4,0,0,2021-22
Skriniar,D,Dc,INT,35,6.21,6.43,3,0,0,0,0,3,0,2021-22
Kulusevski,C,W;T,JUV,15,6.07,6.43,1,0,0,0,3,1,0,2021-22
Calabria,D,Dd;E,MIL,26,6.15,6.42,2,0,0,0,2,2,0,2021-22
Piatek,A,Pc,FIO,13,5.96,6.42,3,0,0,0,0,0,0,2021-22
Brozovic,C,M;C,INT,35,6.31,6.41,2,0,0,0,1,7,0,2021-22
Pereyra,C,W;T,UDI,23,6.15,6.41,3,0,1,0,5,8,1,2021-22
Bennacer,C,M;C,MIL,28,6.27,6.41,2,0,0,0,1,7,0,2021-22
Sottil,C,W;A,FIO,22,6.0,6.41,3,0,0,0,2,2,1,2021-22
Diaz B.,C,W;T,MIL,29,6.07,6.41,3,0,0,0,3,4,0,2021-22
Bastoni S.,D,Ds;E,SPE,29,6.12,6.41,3,0,0,0,3,5,1,2021-22
Florenzi,D,Dd;E,MIL,20,6.12,6.4,2,0,0,0,0,2,0,2021-22
Pjaca,A,A,TOR,20,5.95,6.4,3,0,0,0,0,0,0,2021-22
Rebic,A,A,MIL,22,6.07,6.39,2,0,0,0,2,2,0,2021-22
Bourabia,C,M;C,SPE,8,6.06,6.38,1,0,0,0,0,1,0,2021-22
Lobotka,C,M;C,NAP,21,6.29,6.38,1,0,0,0,0,2,0,2021-22
Praet,C,C;T,TOR,23,6.09,6.37,2,0,0,0,2,3,0,2021-22
Gosens,D,E,INT,11,6.14,6.36,1,0,0,0,1,3,0,2021-22
Di Lorenzo,D,Dd;E,NAP,33,6.2,6.36,1,0,0,0,4,3,0,2021-22
Frattesi,C,C,SAS,36,6.08,6.36,4,0,0,0,3,6,0,2021-22
Darmian,D,E,INT,23,6.13,6.35,2,0,0,0,1,4,0,2021-22
Dimarco,D,Ds;E,INT,25,6.12,6.34,2,0,0,0,3,1,0,2021-22
Quagliarella,A,Pc,SAM,30,5.9,6.33,4,0,1,0,2,2,0,2021-22
Pavoletti,A,Pc,CAG,28,5.89,6.32,5,0,0,0,1,9,0,2021-22
Acerbi,D,Dc,LAZ,29,5.95,6.31,4,0,0,0,0,1,1,2021-22
Bastoni,D,Dc,INT,31,6.21,6.31,1,0,0,0,2,4,0,2021-22
Stulac,C,M;C,EMP,21,5.95,6.31,2,0,0,0,2,1,0,2021-22
Lazzari,D,Dd;E,LAZ,27,5.91,6.3,3,0,0,0,3,3,0,2021-22
Mancuso,A,Pc,EMP,7,5.86,6.29,1,0,0,0,0,0,0,2021-22
Sansone,A,A,BOL,23,6.0,6.28,2,0,0,0,3,6,0,2021-22
Zakaria,C,M,JUV,9,5.89,6.28,1,0,0,0,1,1,0,2021-22
Nzola,A,Pc,SPE,16,5.88,6.28,2,0,0,0,1,2,0,2021-22
Ansaldi,D,E,TOR,15,6.13,6.27,0,0,0,0,3,2,0,2021-22
El Shaarawy,A,W;A,ROM,24,5.92,6.27,3,0,0,0,0,1,0,2021-22
Agudelo,C,T;A,SPE,23,5.89,6.26,3,0,0,0,1,1,1,2021-22
Maleh,C,C,FIO,23,6.07,6.26,2,0,0,0,1,5,0,2021-22
Lasagna,A,Pc,VER,26,5.92,6.25,2,0,0,0,3,1,0,2021-22
Vecino,C,M;C,INT,10,6.0,6.25,1,0,0,0,0,2,0,2021-22
Keita B.,A,A,CAG,20,5.8,6.25,3,0,0,0,1,2,0,2021-22
De Sciglio,D,Dd;Ds;E,JUV,16,6.06,6.25,1,0,0,0,2,2,1,2021-22
Bianchi F.,A,Pc,GEN,6,5.75,6.25,1,0,0,0,0,0,0,2021-22
Podgoreanu,A,A,SPE,2,5.75,6.25,0,0,0,0,1,0,0,2021-22
Zappacosta,D,E,ATA,31,6.08,6.24,1,0,0,0,5,6,0,2021-22
Danilo,D,Dd;Ds;E,JUV,21,6.14,6.24,1,0,0,0,2,6,0,2021-22
Cutrone,A,Pc,EMP,24,5.88,6.23,3,0,0,0,0,1,0,2021-22
Svanberg,C,C,BOL,35,5.99,6.23,3,0,0,0,3,7,0,2021-22
Tomori,D,Dc,MIL,31,6.29,6.23,0,0,0,0,0,4,0,2021-22
Crnigoj,C,C;W,VEN,32,5.97,6.23,3,0,0,0,1,3,0,2021-22
Zambo Anguissa,C,M;C,NAP,23,6.28,6.22,0,0,0,0,1,5,0,2021-22
Henderson L.,C,C,EMP,34,6.0,6.21,2,0,0,0,3,4,0,2021-22
Maggiore,C,C,SPE,35,6.07,6.2,2,0,0,0,3,9,0,2021-22
Vidal,C,C,INT,24,6.06,6.19,1,0,0,0,1,3,0,2021-22
De Silvestri,D,Dd;E,BOL,31,5.94,6.18,3,0,0,0,2,7,0,2021-22
Hickey,D,Ds;E,BOL,36,5.83,6.18,5,0,0,0,1,7,0,2021-22
Schiavone,C,M;C,SAL,11,5.95,6.18,1,0,0,0,0,1,0,2021-22
Castillejo,C,W,MIL,3,6.33,6.17,0,0,0,0,0,1,0,2021-22
Asllani,C,M;C,EMP,18,6.0,6.17,1,0,0,0,1,2,0,2021-22
Deiola,C,M;C,CAG,31,5.82,6.16,4,0,0,0,1,5,0,2021-22
Saelemaekers,C,W,MIL,34,6.01,6.16,1,0,0,0,3,2,0,2021-22
Krunic,C,C;T,MIL,23,6.13,6.15,0,0,0,0,1,2,0,2021-22
Pellegri,A,Pc,TOR,10,5.9,6.15,1,0,0,0,0,1,0,2021-22
Carles Perez,A,W;A,ROM,14,5.93,6.14,1,0,0,0,1,2,0,2021-22
Ciervo,C,W;A,SAS,7,6.0,6.14,0,0,0,0,1,0,0,2021-22
Forte,A,Pc,VEN,7,5.86,6.14,1,0,0,0,0,3,0,2021-22
Scalvini,D,Dc,ATA,14,5.96,6.14,1,0,0,0,0,1,0,2021-22
De Roon,C,M;C,ATA,30,5.95,6.13,3,0,0,0,0,5,1,2021-22
Chiellini,D,Dc,JUV,19,6.18,6.13,0,0,0,0,0,2,0,2021-22
Duncan,C,M;C,FIO,31,5.92,6.13,2,0,0,0,2,3,0,2021-22
Manaj,A,Pc,SPE,28,5.86,6.12,5,0,2,0,0,9,0,2021-22
Nuytinck,D,Dc,UDI,26,6.0,6.12,1,0,0,0,1,2,0,2021-22
Demiral,D,Dc,ATA,25,6.08,6.12,1,0,0,0,2,8,0,2021-22
Rovella,C,M;C,GEN,20,6.1,6.12,0,0,0,0,3,5,0,2021-22
Amiri,C,C;W;T,GEN,12,6.04,6.12,0,0,0,0,1,0,0,2021-22
Cambiaso,D,Dd;Ds;E,GEN,25,5.94,6.12,1,0,0,0,4,3,1,2021-22
Oliveira,C,C,ROM,13,5.85,6.12,2,0,1,0,0,5,0,2021-22
Mikael,A,Pc,SAL,4,6.12,6.12,0,0,0,0,0,0,0,2021-22
Biraghi,D,Ds;E,FIO,37,5.96,6.11,4,0,1,0,1,3,1,2021-22
Sensi,C,C,SAM,14,5.93,6.11,1,0,0,0,0,1,0,2021-22
Ribery,A,A,SAL,23,6.09,6.11,0,0,0,0,2,3,0,2021-22
Castrovilli,C,C;T,FIO,23,6.02,6.11,1,0,0,0,1,4,0,2021-22
Afena-Gyan,A,Pc,ROM,14,5.86,6.11,2,0,0,0,0,3,1,2021-22
Rodrigo Becao,D,Dc,UDI,35,6.04,6.1,2,0,0,0,1,10,0,2021-22
Ikone',C,W;A,FIO,15,5.87,6.1,1,0,0,0,1,1,0,2021-22
Lopez M.,C,C;T,SAS,34,6.09,6.1,2,0,0,0,1,14,0,2021-22
Palomino,D,Dc,ATA,33,6.14,6.09,1,0,0,0,0,9,0,2021-22
Schouten,C,M;C,BOL,17,5.97,6.09,1,0,0,0,1,2,1,2021-22
Cataldi,C,M;C,LAZ,30,6.03,6.08,1,0,0,0,2,7,0,2021-22
Defrel,A,A,SAS,30,5.85,6.08,2,0,0,0,2,3,0,2021-22
Amrabat,C,M;C,FIO,18,6.06,6.08,1,0,0,0,0,6,0,2021-22
Gyasi,A,A,SPE,36,5.78,6.08,6,0,0,0,0,10,0,2021-22
Ilic,C,C;T,VER,32,6.06,6.08,1,0,0,0,3,5,1,2021-22
Mario Rui,D,Ds;E,NAP,34,6.03,6.07,0,0,0,0,5,7,0,2021-22
Juan Jesus,D,Ds;Dc,NAP,15,6.03,6.07,1,0,0,0,0,1,0,2021-22
Terzic,D,Ds;E,FIO,7,6.0,6.07,0,0,0,0,1,1,0,2021-22
Moro,A,A,LAZ,7,5.93,6.07,0,0,0,0,1,0,0,2021-22
Erlic,D,Dc,SPE,30,5.95,6.07,2,0,0,0,0,5,0,2021-22
Vojvoda,D,E,TOR,29,6.02,6.07,0,0,0,0,3,3,0,2021-22
Kovalenko,C,T,SPE,22,5.86,6.07,1,0,0,0,3,4,0,2021-22
Gondo,A,Pc,SAL,14,5.89,6.07,1,0,0,0,0,1,0,2021-22
Mandragora,C,M;C,TOR,18,6.14,6.06,0,0,0,0,2,5,1,2021-22
Bentancur,C,C,JUV,17,6.03,6.06,0,0,0,0,1,1,0,2021-22
Pessina,C,C;T,ATA,24,5.9,6.06,1,0,0,0,1,0,0,2021-22
Piccoli,A,Pc,GEN,8,5.69,6.06,1,0,0,0,0,0,0,2021-22
Johnsen,A,A,VEN,25,5.9,6.06,1,0,0,0,2,2,0,2021-22
Toloi,D,Dc,ATA,19,6.0,6.05,1,0,0,0,1,6,0,2021-22
Dijks,D,Ds;E,BOL,11,5.95,6.05,0,0,0,0,2,2,0,2021-22
Theate,D,Dc,BOL,30,5.92,6.05,2,0,0,0,1,6,0,2021-22
Bernardeschi,C,W;T,JUV,26,5.9,6.04,1,0,0,0,3,5,0,2021-22
Romagnoli S.,D,Dc,EMP,18,5.89,6.03,2,0,0,0,0,3,0,2021-22
Miguel Veloso,C,M;C,VER,21,6.05,6.02,0,0,0,0,3,5,1,2021-22
Zaniolo,C,W;T,ROM,27,6.0,6.02,2,0,0,0,1,9,2,2021-22
Nandez,C,E;M,CAG,20,6.02,6.02,0,0,0,0,2,4,0,2021-22
Dominguez,C,M;C,BOL,27,6.06,6.02,0,0,0,0,3,8,0,2021-22
Dezi,C,C;T,VEN,1,6.0,6.0,0,0,0,0,0,0,0,2021-22
Callejon,C,W,FIO,24,5.79,6.0,1,0,0,0,2,0,0,2021-22
Romagnoli,D,Dc,MIL,17,6.0,6.0,1,0,0,0,0,4,1,2021-22
Molinaro,D,Ds;E,VEN,7,5.86,6.0,0,0,0,0,1,0,0,2021-22
Pezzella Giu.,D,E,ATA,16,5.97,6.0,0,0,0,0,2,3,0,2021-22
Spinazzola,D,Ds;E,ROM,2,6.25,6.0,0,0,0,0,0,1,0,2021-22
Melegoni,C,C,GEN,22,5.89,6.0,1,0,0,0,0,1,0,2021-22
Karsdorp,D,Dd;E,ROM,35,6.07,6.0,0,0,0,0,2,7,1,2021-22
Ounas,A,A,NAP,8,6.06,6.0,0,0,0,0,0,1,0,2021-22
Kolarov,D,Ds;Dc,INT,1,6.0,6.0,0,0,0,0,0,0,0,2021-22
Bandinelli,C,C,EMP,33,5.88,6.0,2,0,0,0,3,10,0,2021-22
Crociata,C,C;T,EMP,1,6.0,6.0,0,0,0,0,0,0,0,2021-22
Boga,A,A,ATA,26,5.92,6.0,0,0,0,0,2,0,0,2021-22
Oliva,C,M,CAG,1,6.0,6.0,0,0,0,0,0,0,0,2021-22
Ibanez,D,Dc,ROM,32,5.84,6.0,3,0,0,0,0,9,0,2021-22
Anderson A.,C,T,LAZ,2,6.25,6.0,0,0,0,0,0,1,0,2021-22
Thorsby,C,M;C,SAM,35,5.86,6.0,3,0,0,0,1,10,0,2021-22
Cetin,D,Dc,VER,1,6.0,6.0,0,0,0,0,0,0,0,2021-22
Demme,C,M,NAP,13,5.92,6.0,1,0,0,0,0,4,0,2021-22
Frabotta,D,Ds;E,VER,1,6.0,6.0,0,0,0,0,0,0,0,2021-22
Lammers,A,Pc,ATA,1,6.0,6.0,0,0,0,0,0,0,0,2021-22
Kokorin,A,Pc,FIO,2,6.0,6.0,0,0,0,0,0,1,0,2021-22
Darboe,C,M;C,ROM,1,6.0,6.0,0,0,0,0,0,0,0,2021-22
Van Hooijdonk,A,Pc,BOL,1,6.0,6.0,0,0,0,0,0,0,0,2021-22
Altare,D,Dc,CAG,19,5.97,6.0,1,0,0,0,0,5,0,2021-22
Satriano,A,Pc,INT,2,6.0,6.0,0,0,0,0,0,0,0,2021-22
Warming,A,A,TOR,2,6.0,6.0,0,0,0,0,0,0,0,2021-22
Sher,C,M;C,SPE,1,6.0,6.0,0,0,0,0,0,0,0,2021-22
Galazzi,A,A,VEN,1,6.0,6.0,0,0,0,0,0,0,0,2021-22
Zovko,P,Por,SPE,1,6.0,6.0,0,0,0,0,0,0,0,2021-22
Strelec,A,Pc,SPE,9,5.67,6.0,1,0,0,0,0,0,0,2021-22
Nguiamba,C,M;C,SPE,2,6.25,6.0,0,0,0,0,0,1,0,2021-22
Praszelik,C,T,VER,1,6.0,6.0,0,0,0,0,0,0,0,2021-22
Seck,A,W;A,TOR,3,6.0,6.0,0,0,0,0,0,0,0,2021-22
Giovinco,A,A,SAM,2,6.0,6.0,0,0,0,0,0,0,0,2021-22
Miretti,C,C;T,JUV,4,6.0,6.0,0,0,0,0,0,0,0,2021-22
Ceppitelli,D,Dc,CAG,21,5.88,5.98,1,0,0,0,0,3,0,2021-22
Makengo,C,M;C,UDI,33,5.91,5.98,1,0,0,0,3,5,1,2021-22
Bani,D,Dc,GEN,17,6.0,5.97,0,0,0,0,0,1,0,2021-22
Pellegrini Lu.,D,Ds;E,JUV,17,6.09,5.97,0,0,0,0,1,6,0,2021-22
Arslan,C,M;C,UDI,29,6.02,5.97,1,0,0,0,0,9,0,2021-22
Antiste,A,A,SPE,15,5.77,5.97,1,0,0,0,0,0,0,2021-22
Radovanovic,D,Dc,SAL,13,5.88,5.96,1,0,0,0,0,4,0,2021-22
Cristante,C,M;C,ROM,34,5.97,5.96,2,0,0,0,0,9,0,2021-22
Zortea,D,Dd;Ds;E,SAL,23,5.78,5.96,1,0,0,0,2,3,0,2021-22
Marin,C,C,CAG,36,5.9,5.96,0,0,0,0,5,4,1,2021-22
Maehle,D,E,ATA,23,5.83,5.96,1,0,0,0,1,2,0,2021-22
Ricci S.,C,M;C,TOR,30,5.88,5.95,1,0,0,0,1,2,1,2021-22
Nsame,A,Pc,VEN,10,5.85,5.95,0,0,0,0,1,0,0,2021-22
Rog,C,M;C,CAG,8,5.81,5.94,0,0,0,0,1,0,0,2021-22
Kastanos,C,C;T,SAL,25,5.9,5.94,1,0,0,0,1,4,1,2021-22
Depaoli,D,Dd;E,VER,18,5.83,5.94,1,0,0,0,1,4,0,2021-22
Odriozola,D,Dd;E,FIO,25,5.86,5.94,1,0,0,0,2,4,1,2021-22
Skov Olsen,C,W;A,BOL,16,5.81,5.94,0,0,0,0,2,0,0,2021-22
Sala,D,Dd;E,SPE,15,5.83,5.93,1,0,0,0,0,3,0,2021-22
Portanova,C,C;T,GEN,23,5.89,5.93,1,0,0,0,0,4,0,2021-22
Augello,D,Ds;E,SAM,34,5.81,5.93,1,0,0,0,1,0,0,2021-22
Ferrer,D,Dd;E,SPE,23,5.87,5.93,0,0,0,0,3,3,0,2021-22
Peretz,C,M;C,VEN,15,5.9,5.93,0,0,0,0,1,2,0,2021-22
Kechrida,D,Dd;E,SAL,14,5.86,5.93,0,0,0,0,1,0,0,2021-22
Baselli,C,C,CAG,12,5.88,5.92,0,0,0,0,1,1,0,2021-22
Nani,A,A,VEN,6,5.83,5.92,0,0,0,0,1,1,0,2021-22
Kyriakopoulos,D,Ds;E,SAS,25,5.88,5.92,0,0,0,0,5,6,1,2021-22
Yoshida,D,Dc,SAM,24,5.67,5.92,2,0,0,0,3,2,0,2021-22
Simy,A,Pc,SAL,17,5.68,5.91,1,0,0,0,1,0,0,2021-22
Vignato,C,W;T,BOL,17,5.91,5.91,0,0,0,0,1,2,0,2021-22
Haas,C,C,EMP,16,5.88,5.91,0,0,0,0,2,3,0,2021-22
