nome,ruolo,ruolo_mantra,squadra,presenze,media_voto,fantamedia,gol,gol_subiti,rigori_tirati,rigori_parati,assist,ammonizioni,espulsioni,stagione
Abraham,A,Pc,ROM,34,6.19,6.96,8,0,0,0,3,2,0,2022-23
Luis Alberto,C,T,LAZ,34,6.34,6.93,6,0,1,0,7,4,0,2022-23
Cambiaghi,A,A,EMP,25,6.24,6.9,6,0,0,0,1,3,1,2022-23
Candreva,C,W,SAL,35,6.21,6.89,7,0,0,0,4,1,1,2022-23
Gaetano,C,C;T,NAP,4,6.12,6.88,1,0,0,0,0,0,0,2022-23
Barella,C,C,INT,35,6.26,6.86,6,0,0,0,6,6,0,2022-23
Boga,A,W;A,ATA,18,6.25,6.86,2,0,0,0,5,0,0,2022-23
Gonzalez N.,A,A,FIO,22,6.11,6.86,6,0,2,0,0,3,0,2022-23
Ferguson,C,C;T,BOL,31,6.24,6.85,7,0,0,0,0,4,0,2022-23
Miranchuk,C,T;A,TOR,28,6.23,6.84,4,0,0,0,5,0,0,2022-23
Karamoh,A,A,TOR,15,6.1,6.83,4,0,0,0,0,2,0,2022-23
Diaz B.,C,W;T,MIL,33,6.18,6.83,6,0,0,0,5,3,0,2022-23
Lazovic,C,E;W,VER,30,6.25,6.82,4,0,0,0,5,0,0,2022-23
Vlasic,C,W;T,TOR,34,6.22,6.82,5,0,0,0,6,1,0,2022-23
Ciurria,C,T;A,MON,35,6.19,6.81,6,0,0,0,6,4,0,2022-23
Frattesi,C,C,SAS,36,6.26,6.79,7,0,0,0,0,4,0,2022-23
Carlos Augusto,D,Ds;E,MON,35,6.16,6.76,6,0,0,0,5,4,0,2022-23
Vignato S.,C,T;A,MON,2,6.25,6.75,0,0,0,0,1,0,0,2022-23
Milik,A,Pc,JUV,27,6.09,6.74,7,0,0,0,1,1,1,2022-23
Calhanoglu,C,T,INT,33,6.36,6.74,3,0,1,0,5,3,0,2022-23
Ngonge,A,A,VER,13,6.04,6.73,3,0,0,0,1,2,0,2022-23
Zielinski,C,C;T,NAP,37,6.3,6.72,3,0,0,0,8,3,0,2022-23
DI MARIA,A,A,JUV,25,6.14,6.72,4,0,1,0,4,1,1,2022-23
Bonaventura,C,C;W;T,FIO,28,6.25,6.71,5,0,0,0,1,4,1,2022-23
Lovric,C,C;T,UDI,36,6.18,6.71,5,0,0,0,6,4,0,2022-23
Dimarco,D,Ds;Dc;E,INT,33,6.21,6.7,4,0,0,0,4,0,0,2022-23
Verdi,C,W;T,VER,22,6.07,6.7,5,0,1,0,0,3,0,2022-23
Pereyra,C,W;T,UDI,34,6.26,6.69,5,0,0,0,6,7,0,2022-23
Elmas,C,C;T,NAP,34,6.15,6.69,6,0,1,0,3,5,0,2022-23
Wijnaldum,C,C;T,ROM,11,6.14,6.68,2,0,0,0,0,0,0,2022-23
Posch,D,Dd;Dc,BOL,30,6.12,6.68,6,0,0,0,2,6,0,2022-23
Volpato,C,T,ROM,6,6.0,6.67,1,0,0,0,1,0,0,2022-23
Zappacosta,D,E,ATA,21,6.12,6.64,4,0,0,0,1,4,0,2022-23
Jese',A,A,SAM,7,6.07,6.64,1,0,0,0,1,0,0,2022-23
Mota,A,Pc,MON,29,6.09,6.64,5,0,0,0,2,2,0,2022-23
Kouame',A,A,FIO,28,6.11,6.62,4,0,0,0,5,5,0,2022-23
Messias,C,W,MIL,25,6.0,6.62,5,0,0,0,2,3,0,2022-23
Colpani,C,C;T,MON,24,6.1,6.62,4,0,0,0,1,1,0,2022-23
Dessers,A,Pc,CRE,26,6.02,6.62,6,0,0,0,2,3,0,2022-23
Iling Junior,C,W;A,JUV,8,6.19,6.62,1,0,0,0,1,1,0,2022-23
Saponara,C,W;T,FIO,24,6.06,6.6,4,0,0,0,3,4,0,2022-23
Chiesa,C,W;A,JUV,21,6.12,6.6,2,0,0,0,5,2,0,2022-23
Zambo Anguissa,C,M;C,NAP,36,6.25,6.6,3,0,0,0,5,3,0,2022-23
Kostic,C,E;W,JUV,36,6.11,6.6,3,0,0,0,10,3,0,2022-23
Fagioli,C,C;T,JUV,23,6.13,6.59,3,0,0,0,3,3,0,2022-23
Samardzic,C,T,UDI,32,6.05,6.59,5,0,0,0,3,1,0,2022-23
Di Lorenzo,D,Dd;E,NAP,37,6.26,6.58,3,0,0,0,4,2,0,2022-23
Baldanzi,C,T;A,EMP,26,6.15,6.58,4,0,0,0,0,2,0,2022-23
Pessina,C,C;T,MON,35,6.14,6.57,5,0,3,0,3,6,0,2022-23
Soule',A,A,JUV,7,6.14,6.57,1,0,0,0,0,0,0,2022-23
BROZOVIC,C,M;C,INT,26,6.19,6.56,3,0,0,0,5,9,0,2022-23
Petagna,A,Pc,MON,31,6.05,6.56,4,0,1,0,5,2,0,2022-23
Jovic,A,Pc,FIO,27,5.98,6.56,6,0,0,0,2,3,0,2022-23
NESTOROVSKI,A,Pc,UDI,11,5.95,6.55,2,0,0,0,1,3,0,2022-23
Politano,C,W;A,NAP,23,6.22,6.54,3,0,2,0,2,1,0,2022-23
Castrovilli,C,C;T,FIO,12,6.08,6.54,2,0,0,0,1,3,0,2022-23
Radonjic,C,W,TOR,26,6.19,6.54,2,0,0,0,3,1,0,2022-23
Pedro,A,A,LAZ,36,6.12,6.53,4,0,0,0,3,1,0,2022-23
Ceesay,A,Pc,LEC,30,5.97,6.53,6,0,1,0,0,2,0,2022-23
Kean,A,Pc,JUV,23,5.89,6.52,6,0,0,0,0,5,1,2022-23
Smalling,D,Dc,ROM,32,6.31,6.52,3,0,0,0,1,7,0,2022-23
Okereke,A,A,CRE,33,5.94,6.52,7,0,1,0,0,4,0,2022-23
Doig,D,Ds;E,VER,21,6.07,6.52,2,0,0,0,4,1,0,2022-23
Perilli,P,Por,VER,1,6.5,6.5,0,0,0,0,0,0,0,2022-23
Pellegri,A,Pc,TOR,11,6.0,6.5,2,0,0,0,1,3,0,2022-23
Sirigu,P,Por,FIO,1,6.5,6.5,0,0,0,0,0,0,0,2022-23
IBRAHIMOVIC,A,Pc,MIL,4,5.75,6.5,1,0,1,0,0,0,0,2022-23
Bastoni S.,D,E;C,SPE,18,6.14,6.5,2,0,0,0,4,7,0,2022-23
Abankwah,D,Dc;Dd,UDI,1,6.5,6.5,0,0,0,0,0,0,0,2022-23
Guessand A.,D,Dc,UDI,1,6.5,6.5,0,0,0,0,0,0,0,2022-23
Tonali,C,M;C,MIL,33,6.2,6.48,2,0,0,0,7,7,0,2022-23
Bennacer,C,M;C,MIL,28,6.23,6.46,2,0,0,0,3,5,0,2022-23
Danilo,D,Dd;Ds;E,JUV,37,6.2,6.46,3,0,0,0,3,5,0,2022-23
Ebuehi,D,Dd;E,EMP,25,6.06,6.46,2,0,0,0,4,0,0,2022-23
Mazzocchi,D,Dd;E,SAL,27,6.17,6.46,2,0,0,0,3,2,0,2022-23
Dominguez,C,M;C,BOL,31,6.26,6.45,3,0,0,0,2,10,0,2022-23
Caputo,A,Pc,EMP,36,5.88,6.44,6,0,2,0,3,1,0,2022-23
Zirkzee,A,Pc,BOL,18,6.06,6.44,2,0,0,0,2,2,0,2022-23
TSADJOUT,A,Pc,CRE,18,5.92,6.44,3,0,0,0,1,1,0,2022-23
GABBIADINI,A,A,SAM,35,5.86,6.43,7,0,0,0,2,6,0,2022-23
Lozano,A,A,NAP,29,6.07,6.43,3,0,1,0,3,3,0,2022-23
Ikone',C,W;A,FIO,30,6.03,6.43,4,0,0,0,2,4,0,2022-23
Maldini,C,T;A,SPE,15,6.07,6.43,2,0,0,0,0,1,0,2022-23
Kim,D,Dc,NAP,35,6.27,6.43,2,0,0,0,2,5,0,2022-23
Muriel,A,Pc,ATA,25,6.02,6.42,3,0,1,0,3,0,2,2022-23
Ranocchia F.,C,M;C,MON,12,6.17,6.42,1,0,0,0,0,1,0,2022-23
Pasalic,C,T,ATA,32,5.95,6.41,5,0,0,0,1,3,0,2022-23
Hernandez T.,D,Ds;E,MIL,32,6.11,6.41,4,0,1,0,3,7,0,2022-23
Udogie,D,Ds;E,UDI,32,6.08,6.41,3,0,0,0,4,5,0,2022-23
Caprari,A,A,MON,36,6.03,6.4,5,0,1,0,2,7,0,2022-23
Rebic,A,A,MIL,18,5.86,6.39,3,0,0,0,2,4,0,2022-23
Mkhitaryan,C,T;A,INT,31,6.1,6.39,3,0,0,0,2,4,0,2022-23
Solbakken,A,A,ROM,9,5.94,6.39,1,0,0,0,2,2,0,2022-23
Malinovskyi,C,T,ATA,12,6.0,6.38,1,0,0,0,2,2,0,2022-23
Colombo,A,Pc,LEC,26,5.94,6.37,5,0,1,0,1,4,0,2022-23
Masina,D,Ds;Dc;E,UDI,11,5.91,6.36,2,0,0,0,0,2,0,2022-23
Bonazzoli,A,Pc,SAL,21,6.0,6.36,2,0,0,0,2,1,0,2022-23
Barrow,A,A,BOL,29,5.93,6.36,3,0,0,0,5,3,0,2022-23
Rrahmani,D,Dc,NAP,28,6.14,6.36,2,0,0,0,1,2,0,2022-23
Correa,A,A,INT,23,5.93,6.35,3,0,0,0,1,1,0,2022-23
Vignato,C,W;T,EMP,10,6.0,6.35,1,0,0,0,1,1,0,2022-23
Bremer,D,Dc,JUV,30,6.05,6.35,4,0,0,0,0,6,0,2022-23
Alvarez A.,A,Pc,SAS,10,5.95,6.35,1,0,0,0,1,1,0,2022-23
Lobotka,C,M;C,NAP,38,6.26,6.34,1,0,0,0,1,2,0,2022-23
Ilic,C,C;T,TOR,25,6.06,6.34,2,0,0,0,3,4,0,2022-23
Pellegrini Lo.,C,T,ROM,32,5.97,6.33,4,0,2,0,5,5,0,2022-23
Lukic,C,C;T,TOR,15,6.07,6.33,2,0,1,0,0,4,0,2022-23
Pyyhtia,C,C;T,BOL,3,6.0,6.33,0,0,0,0,1,0,0,2022-23
VERDE,A,A,SPE,22,5.93,6.32,3,0,1,0,0,1,0,2022-23
Matic,C,M,ROM,34,6.16,6.32,2,0,0,0,2,5,0,2022-23
Zanoli,D,Dd;E,SAM,20,6.0,6.32,2,0,0,0,2,3,0,2022-23
Valeri,D,Ds;E,CRE,37,6.08,6.31,2,0,0,0,4,3,0,2022-23
Gosens,D,E,INT,25,5.96,6.3,3,0,0,0,0,2,0,2022-23
Ricci S.,C,M;C,TOR,28,6.16,6.3,2,0,0,0,1,6,0,2022-23
Moro N.,C,M;C,BOL,25,6.04,6.3,1,0,0,0,4,1,0,2022-23
Oudin,C,W;A,LEC,25,5.98,6.3,3,0,0,0,0,3,0,2022-23
Romagnoli,D,Dc,LAZ,34,6.21,6.29,2,0,0,0,0,6,0,2022-23
Ballo-Toure',D,Ds;E,MIL,7,5.86,6.29,1,0,0,0,0,0,0,2022-23
Piatek,A,Pc,SAL,32,5.86,6.28,4,0,1,0,4,5,0,2022-23
Zapata D.,A,Pc,ATA,24,5.96,6.27,2,0,0,0,2,1,0,2022-23
Matheus Henrique,C,M;C,SAS,30,5.9,6.27,4,0,0,0,1,4,0,2022-23
Olivera,D,Ds;E,NAP,24,6.02,6.27,2,0,0,0,1,2,0,2022-23
De Roon,C,M,ATA,34,6.1,6.26,3,0,0,0,0,7,0,2022-23
Sensi,C,C;T,MON,27,6.02,6.26,3,0,0,0,1,8,0,2022-23
SORIANO,C,C;T,BOL,23,6.02,6.26,1,0,0,0,3,1,0,2022-23
Mario Rui,D,Ds;E,NAP,22,6.11,6.25,0,0,0,0,5,2,1,2022-23
Juan Jesus,D,Ds;Dc,NAP,12,6.08,6.25,1,0,0,0,0,2,0,2022-23
Spinazzola,D,Ds;E,ROM,26,6.04,6.25,1,0,0,0,4,3,0,2022-23
Mandragora,C,M;C,FIO,28,6.04,6.25,2,0,0,0,4,8,0,2022-23
Troost-Ekong,D,Dc,SAL,8,5.94,6.25,1,0,0,0,0,1,0,2022-23
Pobega,C,C;T,MIL,14,5.96,6.25,2,0,0,0,0,4,0,2022-23
Kasius,D,Dd;E,BOL,6,6.0,6.25,0,0,0,0,2,1,0,2022-23
Marcos Antonio,C,M;C,LAZ,12,6.0,6.25,1,0,0,0,1,2,0,2022-23
Carboni F.,D,Ds;E,MON,2,6.25,6.25,0,0,0,0,0,0,0,2022-23
Harroui,C,M;C,SAS,17,5.94,6.24,2,0,0,0,0,2,0,2022-23
Coulibaly L.,C,M;C,SAL,35,6.06,6.23,3,0,0,0,3,12,0,2022-23
Baschirotto,D,Dd;Ds;Dc,LEC,37,6.07,6.23,3,0,0,0,0,6,0,2022-23
Piccoli,A,Pc,EMP,16,5.84,6.22,2,0,0,0,0,0,0,2022-23
Raspadori,A,A,NAP,23,5.89,6.22,2,0,0,0,2,1,0,2022-23
Lykogiannis,D,Ds;E,BOL,19,5.97,6.21,2,0,0,0,0,3,0,2022-23
Terzic,D,Ds;E,FIO,17,6.03,6.21,1,0,0,0,1,2,0,2022-23
Kyriakopoulos,D,Ds;E,BOL,21,6.05,6.21,1,0,0,0,3,5,0,2022-23
Kastanos,C,C;T,SAL,22,6.02,6.2,2,0,0,0,0,4,0,2022-23
Marin,C,M;C,EMP,32,5.98,6.2,2,0,0,0,4,7,0,2022-23
Thorstvedt,C,C;T,SAS,25,6.0,6.2,2,0,0,0,1,5,0,2022-23
D'Andrea,C,T;A,SAS,5,6.0,6.2,0,0,0,0,1,0,0,2022-23
Biraghi,D,Ds;E,FIO,32,6.05,6.19,2,0,0,0,4,1,0,2022-23
Darmian,D,E,INT,27,6.06,6.19,1,0,0,0,2,3,0,2022-23
Ranieri L.,D,Ds;Dc;E,FIO,8,6.25,6.19,0,0,0,0,0,1,0,2022-23
Vilhena,C,E;C,SAL,32,5.86,6.19,4,0,0,0,1,5,0,2022-23
Schuurs,D,Dc,TOR,29,6.21,6.19,0,0,0,0,2,5,0,2022-23
Maehle,D,E,ATA,30,5.93,6.18,3,0,0,0,2,5,1,2022-23
Basic,C,C,LAZ,14,6.0,6.18,1,0,0,0,0,2,0,2022-23
Faraoni,D,Dd;E,VER,21,5.95,6.17,2,0,0,0,2,7,0,2022-23
Saelemaekers,C,W,MIL,29,5.91,6.17,2,0,0,0,2,1,0,2022-23
Henry,A,Pc,VER,15,5.9,6.17,2,0,0,0,0,4,0,2022-23
Success,A,A,UDI,30,5.93,6.17,1,0,0,0,6,4,0,2022-23
Holm,D,Dd;E,SPE,18,6.06,6.17,1,0,0,0,1,4,0,2022-23
Banda,A,A,LEC,32,6.05,6.17,2,0,0,0,1,6,0,2022-23
Mancini,D,Dc,ROM,35,6.11,6.16,1,0,0,0,2,7,0,2022-23
Rovella,C,M;C,MON,25,6.1,6.16,1,0,0,0,2,6,1,2022-23
Zalewski,C,E;W,ROM,32,5.98,6.16,2,0,0,0,1,3,0,2022-23
Buongiorno,D,Ds;Dc,TOR,34,6.12,6.15,1,0,0,0,2,8,0,2022-23
Bove,C,C,ROM,17,6.03,6.15,1,0,0,0,0,2,0,2022-23
Botheim,A,Pc,SAL,17,5.85,6.15,1,0,0,0,3,2,0,2022-23
QUAGLIARELLA,A,Pc,SAM,18,5.97,6.14,1,0,0,0,1,2,0,2022-23
Bastoni,D,Dc,INT,29,6.12,6.14,0,0,0,0,2,3,0,2022-23
Parisi,D,Ds;E,EMP,33,6.14,6.14,2,0,0,0,0,10,1,2022-23
Galdames,C,M;C,CRE,12,5.88,6.12,1,0,0,0,1,2,0,2022-23
Terracciano F.,C,E;M,VER,13,6.08,6.12,0,0,0,0,1,2,0,2022-23
Gaich,A,Pc,VER,14,5.89,6.11,2,0,0,0,0,2,0,2022-23
Di Francesco F.,A,A,LEC,34,5.93,6.1,2,0,0,0,2,5,0,2022-23
Zortea,D,Dd;Ds;E,SAS,15,6.0,6.1,1,0,0,0,1,5,0,2022-23
Patric,D,Dd;Dc,LAZ,17,6.12,6.09,0,0,0,0,0,1,0,2022-23
Calabria,D,Dd;E,MIL,23,5.96,6.09,1,0,0,0,3,6,0,2022-23
AINA,D,E,TOR,16,6.0,6.09,1,0,0,0,1,5,0,2022-23
Augello,D,Ds;E,SAM,37,5.84,6.09,2,0,0,0,5,3,0,2022-23
Tomori,D,Dc,MIL,33,6.08,6.09,1,0,0,0,0,5,0,2022-23
D'Alessandro,C,E;W,MON,6,6.25,6.08,0,0,0,0,0,2,0,2022-23
Locatelli,C,M;C,JUV,31,6.15,6.08,0,0,0,0,2,8,0,2022-23
SATRIANO,A,Pc,EMP,26,5.87,6.08,2,0,0,0,1,4,0,2022-23
Strelec,A,Pc,SPE,6,6.08,6.08,0,0,0,0,0,0,0,2022-23
Pinamonti,A,Pc,SAS,32,5.67,6.06,5,0,1,0,0,3,1,2022-23
Milenkovic,D,Dd;Dc,FIO,27,5.94,6.06,2,0,0,0,1,4,0,2022-23
Sottil,C,W;A,FIO,16,5.97,6.06,0,0,0,0,2,1,0,2022-23
Llorente D.,D,Dc,ROM,8,6.06,6.06,0,0,0,0,0,0,0,2022-23
Djuric,A,Pc,VER,24,5.98,6.06,1,0,0,0,0,3,0,2022-23
Seck,A,W;A,TOR,9,6.06,6.06,0,0,0,0,0,0,0,2022-23
Hysaj,D,Dd;Ds;E,LAZ,30,5.97,6.05,1,0,0,0,1,3,0,2022-23
Vecino,C,M;C,LAZ,30,5.95,6.05,2,0,0,0,0,6,0,2022-23
Perin,P,Por,JUV,11,6.41,6.05,0,7,0,1,0,0,0,2022-23
Toloi,D,Dc,ATA,32,5.98,6.05,2,0,0,0,0,8,0,2022-23
Depaoli,D,Dd;E,VER,33,5.95,6.05,2,0,0,0,1,8,0,2022-23
Origi,A,Pc,MIL,21,5.74,6.05,2,0,0,0,1,1,0,2022-23
Lazaro,D,E,TOR,20,6.0,6.05,0,0,0,0,3,4,0,2022-23
Singo,D,E,TOR,28,5.93,6.04,2,0,0,0,1,8,0,2022-23
BUONAIUTO,A,A,CRE,23,5.96,6.04,1,0,1,0,0,3,0,2022-23
RECA,D,Ds;E,SPE,30,6.02,6.03,1,0,0,0,0,5,0,2022-23
Caldirola,D,Ds;Dc,MON,30,5.93,6.03,2,0,0,0,0,6,0,2022-23
Casale,D,Dd;Dc,LAZ,29,6.0,6.03,1,0,0,0,1,6,0,2022-23
Cambiaso,D,Dd;Ds;E,BOL,31,5.97,6.03,0,0,0,0,3,2,0,2022-23
Scalvini,D,Dc,ATA,32,5.95,6.03,2,0,0,0,0,7,0,2022-23
Bijol,D,Dc,UDI,32,5.88,6.03,3,0,0,0,1,10,0,2022-23
Hjulmand,C,M;C,LEC,35,6.1,6.03,0,0,0,0,3,9,1,2022-23
Miretti,C,C;T,JUV,25,5.96,6.02,0,0,0,0,2,2,0,2022-23
Luperto,D,Ds;Dc,EMP,36,5.93,6.01,2,0,0,0,0,2,2,2022-23
Bajrami,C,T,SAS,36,5.83,6.01,2,0,0,0,1,1,0,2022-23
CONTI,D,Dd;E,SAM,1,6.0,6.0,0,0,0,0,0,0,0,2022-23
GHIGLIONE,D,Dd;E,CRE,11,5.82,6.0,1,0,0,0,1,4,0,2022-23
Bonucci,D,Dc,JUV,11,6.05,6.0,1,0,0,0,0,1,0,2022-23
Rugani,D,Dc,JUV,7,6.0,6.0,0,0,0,0,0,0,0,2022-23
Pogba,C,C;T,JUV,5,6.0,6.0,0,0,0,0,0,0,0,2022-23
Jajalo,C,M;C,UDI,2,6.0,6.0,0,0,0,0,0,0,0,2022-23
BARDI,P,Por,BOL,1,6.0,6.0,0,0,0,0,0,0,0,2022-23
Marchizza,D,Ds;Dc,SAS,5,6.1,6.0,0,0,0,0,0,1,0,2022-23
RIBERY,A,A,SAL,1,6.0,6.0,0,0,0,0,0,0,0,2022-23
Bourabia,C,M;C,SPE,37,5.91,6.0,1,0,0,0,2,3,0,2022-23
Traore' Hj.,C,W;T,SAS,11,5.77,6.0,0,0,0,0,3,1,0,2022-23
ASCACIBAR,C,M;C,CRE,13,6.04,6.0,0,0,0,0,0,1,0,2022-23
Brekalo,A,A,FIO,6,6.08,6.0,0,0,0,0,0,1,0,2022-23
Zeegelaar,D,Ds;E,UDI,6,5.75,6.0,1,0,0,0,0,1,1,2022-23
RODRIGO BECAO,D,Dc,UDI,28,6.05,6.0,2,0,0,0,1,11,1,2022-23
Di Carmine,A,Pc,CRE,1,6.0,6.0,0,0,0,0,0,0,0,2022-23
Bellanova,D,E,INT,11,6.0,6.0,0,0,0,0,0,0,0,2022-23
TUIA,D,Dc,LEC,7,6.07,6.0,0,0,0,0,0,1,0,2022-23
Akpa Akpro,C,M;C,EMP,24,6.04,6.0,1,0,0,0,1,6,2,2022-23
Lammers,A,Pc,SAM,31,5.76,6.0,2,0,0,0,2,1,0,2022-23
Makengo,C,M;C,UDI,15,6.0,6.0,0,0,0,0,1,2,0,2022-23
Kallon,A,A,VER,22,5.84,6.0,1,0,0,0,1,1,0,2022-23
Ceccaroni,D,Ds;Dc,LEC,2,6.0,6.0,0,0,0,0,0,0,0,2022-23
Dumfries,D,E,INT,34,5.91,6.0,1,0,0,0,4,4,0,2022-23
Bianco,C,M;C,FIO,3,6.17,6.0,0,0,0,0,0,1,0,2022-23
Perez N.,D,Dc,UDI,33,6.02,6.0,2,0,0,0,0,7,1,2022-23
ZANOTTI,D,Dd;E,INT,1,6.0,6.0,0,0,0,0,0,0,0,2022-23
Ederson D.s.,C,C;T,ATA,34,5.94,6.0,1,0,0,0,1,4,0,2022-23
Ebosele,D,Dd;E,UDI,10,6.0,6.0,0,0,0,0,1,4,0,2022-23
Rodriguez P.,A,A,LEC,3,6.0,6.0,0,0,0,0,0,0,0,2022-23
ACELLA,C,C,CRE,1,6.0,6.0,0,0,0,0,0,0,0,2022-23
Barbieri,D,Dd;Ds;E,JUV,2,6.0,6.0,0,0,0,0,0,0,0,2022-23
Sanca,A,A,SPE,1,6.0,6.0,0,0,0,0,0,0,0,2022-23
Cipot,C,C;W;T,SPE,5,6.0,6.0,0,0,0,0,0,0,0,2022-23
Vivaldo,A,Pc,UDI,1,6.0,6.0,0,0,0,0,0,0,0,2022-23
Vorlicky,A,A,ATA,1,6.0,6.0,0,0,0,0,0,0,0,2022-23
De Vrij,D,Dc,INT,25,5.94,5.98,1,0,0,0,0,4,0,2022-23
Demiral,D,Dc,ATA,22,5.95,5.98,1,0,0,0,0,5,0,2022-23
Vojvoda,D,E,TOR,27,5.85,5.98,0,0,0,0,5,3,0,2022-23
Martinez Quarta,D,Dc,FIO,27,5.94,5.98,1,0,0,0,1,6,0,2022-23
Dodo',D,Dd;E,FIO,33,5.88,5.98,1,0,0,0,3,3,1,2022-23
Izzo,D,Dd;Dc,MON,29,6.03,5.97,1,0,0,0,0,10,0,2022-23
Acerbi,D,Dc,INT,31,6.0,5.97,0,0,0,0,1,4,0,2022-23
Ndombele',C,C;T,NAP,18,5.89,5.97,1,0,0,0,0,5,0,2022-23
Mari',D,Dc,MON,29,5.93,5.97,1,0,0,0,0,4,0,2022-23
McKennie,C,C;W,JUV,15,5.7,5.97,1,0,0,0,1,0,0,2022-23
Shomurodov,A,Pc,SPE,17,5.76,5.97,1,0,0,0,1,2,0,2022-23
D'Ambrosio,D,Dd;Ds;Dc,INT,13,5.96,5.96,0,0,0,0,2,2,1,2022-23
De Silvestri,D,Dd;E,BOL,13,5.92,5.96,1,0,0,0,0,1,0,2022-23
Defrel,A,A,SAS,25,5.74,5.96,2,0,0,0,1,3,0,2022-23
Haas,C,C,EMP,24,5.88,5.96,1,0,0,0,0,2,0,2022-23
Rodriguez R.,D,Ds;Dc;E,TOR,34,6.0,5.96,0,0,0,0,0,3,0,2022-23
Barak,C,T,FIO,28,5.82,5.96,2,0,0,0,0,4,0,2022-23
Ceide,C,W;A,SAS,14,5.89,5.96,0,0,0,0,1,0,0,2022-23
Duncan,C,M;C,FIO,21,5.88,5.95,1,0,0,0,0,3,0,2022-23
SERNICOLA,D,Ds;Dc;E,CRE,31,5.87,5.95,2,0,0,0,2,11,0,2022-23
Donati,D,Dd;Dc,MON,8,5.81,5.94,1,0,0,0,0,2,1,2022-23
Pirola,D,Dc,SAL,25,5.78,5.94,2,0,0,0,0,4,0,2022-23
Cataldi,C,M;C,LAZ,28,5.98,5.93,0,0,0,0,1,5,0,2022-23
Gyomber,D,Dc,SAL,23,6.0,5.93,0,0,0,0,1,5,0,2022-23
Linetty,C,C,TOR,29,5.95,5.93,1,0,0,0,0,8,0,2022-23
Ehizibue,D,Dd;E,UDI,21,5.79,5.93,2,0,0,0,0,7,0,2022-23
Tahirovic,C,C,ROM,7,6.0,5.93,0,0,0,0,0,1,0,2022-23
Cuadrado,C,E;W,JUV,30,5.85,5.92,1,0,0,0,3,6,1,2022-23
