nome,ruolo,ruolo_mantra,squadra,presenze,media_voto,fantamedia,gol,gol_subiti,rigori_tirati,rigori_parati,assist,ammonizioni,espulsioni,stagione
Pellegrino M.,A,Pc,PAR,11,6.14,6.86,3,0,0,0,0,2,0,2024-25
Odgaard,A,A,BOL,28,6.14,6.84,6,0,0,0,2,1,0,2024-25
Dominguez B.,A,A,BOL,20,6.28,6.82,3,0,0,0,2,0,0,2024-25
Strefezza,C,W,COM,37,6.27,6.8,6,0,0,0,4,5,0,2024-25
Shomurodov,A,Pc,ROM,20,6.1,6.8,4,0,0,0,2,1,0,2024-25
Esposito Se.,A,A,EMP,33,6.17,6.79,8,0,1,0,0,1,0,2024-25
Chukwueze,C,W;A,MIL,16,6.09,6.78,3,0,0,0,2,0,0,2024-25
Pohjanpalo,A,Pc,VEN,20,6.05,6.78,6,0,3,0,0,1,0,2024-25
Caqueret,C,C,COM,16,6.34,6.78,2,0,0,0,3,4,0,2024-25
Castro S.,A,Pc,BOL,33,6.17,6.76,8,0,0,0,4,8,0,2024-25
Piccoli,A,Pc,CAG,37,6.0,6.76,10,0,1,0,1,6,0,2024-25
Adams C.,A,A,TOR,35,6.0,6.76,9,0,0,0,4,3,0,2024-25
Brenner,A,A,UDI,6,5.92,6.75,1,0,0,0,2,0,0,2024-25
Iling Junior,C,W,BOL,4,6.0,6.75,1,0,0,0,0,0,0,2024-25
Gimenez,A,Pc,MIL,12,5.88,6.75,5,0,0,0,1,3,1,2024-25
Douvikas,A,Pc,COM,12,6.21,6.75,2,0,0,0,1,1,0,2024-25
Thuram K.,C,M;C,JUV,33,6.3,6.74,4,0,0,0,5,5,0,2024-25
Frattesi,C,C;T,INT,23,6.02,6.72,5,0,0,0,1,1,0,2024-25
Brescianini,C,M;C,ATA,23,6.13,6.72,4,0,0,0,2,1,0,2024-25
Neres,C,W;A,NAP,25,6.32,6.72,2,0,0,0,5,2,0,2024-25
El Shaarawy,C,W,ROM,21,6.19,6.71,3,0,0,0,3,2,0,2024-25
Tengstedt,A,Pc,VER,23,5.91,6.7,6,0,1,0,1,2,0,2024-25
Gigot,D,Dc,LAZ,10,6.2,6.7,2,0,0,0,0,2,0,2024-25
Weah,C,W,JUV,26,6.13,6.69,5,0,0,0,1,4,0,2024-25
Paredes,C,M;C,ROM,20,6.28,6.68,3,0,2,0,1,4,0,2024-25
Pinamonti,A,Pc,GEN,36,5.96,6.68,10,0,0,0,1,4,0,2024-25
Cutrone,A,Pc,COM,33,6.02,6.67,7,0,0,0,4,1,0,2024-25
Mandragora,C,M;C,FIO,27,6.19,6.67,4,0,1,0,4,7,0,2024-25
Charpentier,A,Pc,PAR,9,6.17,6.67,1,0,0,0,2,1,0,2024-25
Vlasic,C,T,TOR,30,6.07,6.67,5,0,2,0,3,0,0,2024-25
Barella,C,C,INT,33,6.26,6.65,3,0,0,0,6,4,0,2024-25
Dele-Bashiru,C,C;T,LAZ,17,6.06,6.65,3,0,0,0,1,0,0,2024-25
Anjorin,C,W;T,EMP,22,6.3,6.64,2,0,0,0,3,3,0,2024-25
Carlos Augusto,D,E,INT,28,6.2,6.61,3,0,0,0,3,1,0,2024-25
Djuric,A,Pc,PAR,23,6.0,6.61,5,0,0,0,1,4,0,2024-25
Zortea,D,Dd;Ds;E,CAG,35,6.07,6.6,6,0,0,0,2,3,0,2024-25
Maldini,C,T;A,ATA,27,6.02,6.59,6,0,0,0,0,5,0,2024-25
Cristante,C,M;C,ROM,28,6.2,6.59,4,0,0,0,3,8,0,2024-25
Gosens,D,E,FIO,32,6.12,6.59,5,0,0,0,3,6,0,2024-25
Bove,C,M;C,FIO,12,6.29,6.58,1,0,0,0,2,3,0,2024-25
Correa,A,A,INT,15,6.13,6.57,2,0,0,0,2,3,0,2024-25
Asllani,C,M;C,INT,16,6.16,6.56,2,0,2,0,2,3,0,2024-25
Bastoni,D,Dc,INT,32,6.42,6.55,1,0,0,0,4,4,1,2024-25
De Vrij,D,Dc,INT,22,6.18,6.55,3,0,0,0,0,2,0,2024-25
De Roon,C,M;C,ATA,36,6.15,6.53,4,0,0,0,4,5,0,2024-25
Nicolussi Caviglia,C,M;C,VEN,35,6.2,6.53,4,0,0,0,3,5,1,2024-25
Bonny,A,Pc,PAR,37,6.03,6.51,6,0,2,0,4,2,0,2024-25
Cambiaghi,A,A,BOL,17,6.15,6.5,1,0,0,0,3,0,0,2024-25
Tavares N.,D,Ds;E,LAZ,23,6.28,6.5,0,0,0,0,7,2,1,2024-25
Padelli,P,Por,UDI,1,6.5,6.5,0,0,0,0,0,0,0,2024-25
Conceicao,C,W;A,JUV,25,6.12,6.5,3,0,0,0,3,3,1,2024-25
Provstgaard,D,Dc,LAZ,1,6.5,6.5,0,0,0,0,0,1,0,2024-25
Ederson D.s.,C,M;C,ATA,36,6.17,6.49,4,0,0,0,2,3,1,2024-25
Fabbian,C,C;T,BOL,22,6.09,6.48,3,0,0,0,0,2,0,2024-25
Bernabe',C,C;T,PAR,19,6.29,6.47,1,0,0,0,1,1,0,2024-25
Buongiorno,D,Dc,NAP,22,6.36,6.45,1,0,0,0,0,2,0,2024-25
Man,C,W;A,PAR,32,5.95,6.45,4,0,0,0,4,0,0,2024-25
Mazzitelli,C,M;C,COM,8,6.0,6.44,1,0,0,0,1,1,0,2024-25
Malinovskyi,C,C;T,GEN,9,6.33,6.44,0,0,0,0,2,2,0,2024-25
Vecino,C,M;C,LAZ,18,6.14,6.44,2,0,0,0,3,7,0,2024-25
Belotti,A,Pc,COM,12,5.96,6.42,2,0,0,0,0,1,0,2024-25
Beltran L.,A,A,FIO,30,5.98,6.42,5,0,2,0,4,6,0,2024-25
Bremer,D,Dc,JUV,6,6.5,6.42,0,0,0,0,0,1,0,2024-25
Miretti,C,C;T,GEN,25,5.98,6.42,3,0,0,0,3,2,0,2024-25
Politano,C,W,NAP,37,6.11,6.42,3,0,0,0,4,3,0,2024-25
Hernani,C,C,PAR,25,6.08,6.42,3,0,3,0,3,7,0,2024-25
Joao Felix,A,A,MIL,12,6.04,6.42,2,0,0,0,0,3,0,2024-25
Dallinga,A,Pc,BOL,23,5.96,6.41,3,0,0,0,2,1,0,2024-25
Marin,C,M;C,CAG,27,6.07,6.41,3,0,2,0,2,4,0,2024-25
Gaetano,C,T,CAG,27,6.04,6.41,2,0,0,0,4,0,0,2024-25
Zappacosta,D,E,ATA,30,5.98,6.4,4,0,0,0,2,3,0,2024-25
Cataldi,C,M;C,FIO,24,6.04,6.4,3,0,0,0,0,1,0,2024-25
Harroui,C,W;T,VER,10,5.95,6.4,1,0,0,0,2,1,0,2024-25
Keita B.,A,A,MON,10,5.9,6.4,2,0,0,0,0,2,0,2024-25
Koopmeiners,C,T,JUV,28,5.98,6.39,3,0,0,0,4,3,0,2024-25
Ferguson,C,C;T,BOL,14,6.11,6.39,1,0,1,0,1,0,0,2024-25
Colombo,A,Pc,EMP,36,5.9,6.39,6,0,1,0,2,3,1,2024-25
Davis K.,A,Pc,UDI,16,6.0,6.38,2,0,0,0,1,2,0,2024-25
Kone' M.,C,M;C,ROM,33,6.26,6.38,2,0,0,0,1,6,0,2024-25
Gonzalez N.,A,A,JUV,23,5.96,6.37,3,0,0,0,2,3,0,2024-25
Darmian,D,B;Dd;E,INT,26,6.08,6.37,3,0,0,0,2,3,0,2024-25
Noslin,A,A,LAZ,19,6.0,6.37,2,0,0,0,2,2,0,2024-25
Pavoletti,A,Pc,CAG,11,5.95,6.36,2,0,0,0,0,5,0,2024-25
Da Cunha,C,W;T,COM,35,6.1,6.36,3,0,0,0,2,4,0,2024-25
Di Lorenzo,D,B;Dd;E,NAP,37,6.15,6.36,3,0,0,0,2,6,0,2024-25
Sensi,C,C;T,MON,7,5.93,6.36,1,0,1,0,0,0,0,2024-25
Birindelli,D,Dd;Ds;E,MON,20,5.95,6.35,3,0,0,0,0,2,0,2024-25
Isaksen,A,W;A,LAZ,37,6.05,6.34,4,0,0,0,1,5,0,2024-25
Oristanio,C,W;T;A,VEN,37,6.05,6.34,3,0,0,0,3,3,0,2024-25
Bisseck,D,Dc,INT,27,6.0,6.33,3,0,0,0,2,4,0,2024-25
Jovic,A,Pc,MIL,12,5.88,6.33,2,0,0,0,0,1,0,2024-25
Abraham,A,Pc,MIL,24,5.94,6.33,3,0,1,0,4,1,0,2024-25
Billing,C,C;T,NAP,6,5.92,6.33,1,0,0,0,0,1,0,2024-25
Fila,A,Pc,VEN,9,5.83,6.33,2,0,0,0,0,1,1,2024-25
Martin,D,Ds;E,GEN,36,6.17,6.32,0,0,0,0,8,5,0,2024-25
Zielinski,C,C;T,INT,20,5.98,6.32,2,0,2,0,1,0,0,2024-25
Angelino,D,Ds;E,ROM,38,6.14,6.32,2,0,0,0,1,1,0,2024-25
Ekuban,A,A,GEN,18,6.0,6.31,1,0,0,0,3,1,0,2024-25
Cambiaso,D,Dd;Ds;E,JUV,32,6.09,6.31,2,0,0,0,3,4,0,2024-25
Mota,A,A,MON,31,5.84,6.31,5,0,0,0,1,3,0,2024-25
Lazovic,C,W,VER,24,5.94,6.31,2,0,1,0,3,0,0,2024-25
Viola,C,C;T,CAG,25,5.94,6.3,3,0,0,0,1,2,0,2024-25
Mosquera,A,Pc,VER,33,5.88,6.3,5,0,0,0,1,4,0,2024-25
Hernandez T.,D,Ds;E,MIL,33,6.02,6.29,4,0,0,0,3,4,1,2024-25
Solet,D,Dc,UDI,19,6.16,6.29,1,0,0,0,1,1,1,2024-25
Caprari,A,A,MON,30,5.97,6.28,3,0,2,0,2,3,0,2024-25
Bravo,A,A,UDI,16,6.0,6.28,2,0,0,0,0,3,0,2024-25
Coman F.,A,A,CAG,9,6.06,6.28,1,0,0,0,0,2,0,2024-25
Ekkelenkamp,C,C;T,UDI,33,5.97,6.27,3,0,0,0,2,2,0,2024-25
Casadei,C,C;T,TOR,15,6.03,6.27,1,0,0,0,1,1,0,2024-25
Locatelli,C,M;C,JUV,35,6.19,6.26,2,0,1,0,1,9,0,2024-25
Sohm,C,C,PAR,37,6.03,6.26,4,0,0,0,0,7,0,2024-25
Mancini,D,Dc,ROM,37,6.18,6.26,2,0,0,0,1,8,0,2024-25
Bellanova,D,E,ATA,35,6.04,6.26,0,0,0,0,9,3,0,2024-25
Helgason,C,C;T,LEC,17,6.03,6.26,0,0,0,0,4,0,0,2024-25
Sarr A.,A,A,VER,29,5.86,6.26,4,0,0,0,0,1,0,2024-25
Luvumbo,A,A,CAG,26,5.98,6.25,2,0,0,0,2,2,0,2024-25
Vitinha O.,A,Pc,GEN,22,5.89,6.25,2,0,0,0,3,2,0,2024-25
Mkhitaryan,C,C,INT,32,6.06,6.25,1,0,0,0,5,4,0,2024-25
Cabal,D,B;Ds;E,JUV,6,6.33,6.25,0,0,0,0,0,1,0,2024-25
Pobega,C,M;C,BOL,20,6.05,6.25,2,0,0,0,2,4,2,2024-25
Valeri,D,Ds;E,PAR,34,5.94,6.25,2,0,1,0,5,1,0,2024-25
Perez N.,D,Dc,UDI,2,6.25,6.25,0,0,0,0,0,0,0,2024-25
Samardzic,C,T,ATA,28,6.09,6.25,2,0,0,0,0,3,0,2024-25
Tiago Gabriel,D,Dc,LEC,2,6.25,6.25,0,0,0,0,0,0,0,2024-25
Andersen M.K.,C,M;C,VEN,13,5.96,6.23,1,0,0,0,1,1,0,2024-25
Zaniolo,C,T;A,FIO,18,6.03,6.22,2,0,0,0,1,6,1,2024-25
Freuler,C,M;C,BOL,37,6.19,6.22,1,0,0,0,1,6,0,2024-25
Parisi,D,Ds;E,FIO,20,6.0,6.22,2,0,0,0,0,3,0,2024-25
Taremi,A,Pc,INT,18,5.97,6.22,1,0,1,0,2,1,0,2024-25
Spinazzola,D,E,NAP,23,6.07,6.22,1,0,0,0,1,1,0,2024-25
Kabasele,D,Dc,UDI,16,5.84,6.22,2,0,0,0,0,0,0,2024-25
Fofana Y.,C,M;C,MIL,34,6.03,6.22,1,0,0,0,6,5,0,2024-25
Martinez Quarta,D,Dc,FIO,7,5.86,6.21,1,0,0,0,0,1,0,2024-25
Dodo',D,Dd;E,FIO,35,6.19,6.21,0,0,0,0,5,8,0,2024-25
Gatti,D,Dc,JUV,28,6.14,6.21,1,0,0,0,0,2,0,2024-25
Delprato,D,B;Dd;E,PAR,34,6.03,6.21,4,2,0,0,0,8,0,2024-25
Zalewski,C,W,INT,19,6.03,6.21,1,0,0,0,2,3,0,2024-25
Gineitis,C,C,TOR,28,5.95,6.21,3,0,0,0,1,5,0,2024-25
Ellertsson,C,C;W,VEN,35,6.01,6.21,2,0,0,0,2,2,0,2024-25
Ikone',C,W,COM,23,5.96,6.2,2,0,0,0,0,1,0,2024-25
Gabbia,D,Dc,MIL,25,6.04,6.2,2,0,0,0,0,4,0,2024-25
Fadera,C,W;A,COM,24,6.0,6.19,1,0,0,0,3,1,1,2024-25
Rensch,D,B;Dd;E,ROM,8,6.06,6.19,0,0,0,0,1,0,0,2024-25
Vasquez,D,Ds;Dc,GEN,36,6.06,6.18,3,0,0,0,0,9,0,2024-25
McKennie,C,M;C,JUV,31,5.94,6.18,2,0,0,0,3,3,0,2024-25
Ebuehi,D,Dd;E,EMP,3,6.17,6.17,0,0,0,0,0,0,0,2024-25
Rrahmani,D,Dc,NAP,38,6.14,6.17,1,0,0,0,1,2,0,2024-25
Masini,C,C,GEN,18,6.06,6.17,1,0,0,0,0,2,0,2024-25
Lykogiannis,D,Ds;E,BOL,16,6.0,6.16,0,0,0,0,4,3,0,2024-25
Miranda J.,D,Ds;E,BOL,29,6.05,6.16,0,0,0,0,6,4,1,2024-25
Marusic,D,Dd;Ds;E,LAZ,31,5.85,6.16,4,0,0,0,0,1,0,2024-25
Perez K.,C,C;T,VEN,16,6.03,6.16,1,0,0,0,1,4,0,2024-25
Gaspar K.,D,Dc,LEC,24,6.17,6.15,0,0,0,0,1,3,0,2024-25
Tete Morente,C,W,LEC,30,5.87,6.15,3,0,0,0,2,5,0,2024-25
Gytkjaer,A,Pc,VEN,17,5.79,6.15,2,0,1,0,0,0,0,2024-25
Pasalic,C,C;T,ATA,33,5.91,6.14,3,0,0,0,2,1,0,2024-25
Deiola,C,M;C,CAG,25,5.98,6.14,2,0,0,0,1,6,0,2024-25
Baldanzi,C,T;A,ROM,21,6.0,6.14,1,0,0,0,1,2,0,2024-25
Holm,D,Dd;E,BOL,16,5.94,6.12,1,0,0,0,1,3,0,2024-25
Ismajli,D,Dc,EMP,29,6.17,6.12,0,0,0,0,0,3,0,2024-25
Sottil,C,W,MIL,21,5.95,6.12,1,0,0,0,1,1,0,2024-25
Acerbi,D,Dc,INT,21,6.07,6.12,0,0,0,0,1,0,0,2024-25
Hysaj,D,Dd;Ds;E,LAZ,8,5.88,6.12,0,0,0,0,3,0,1,2024-25
Dorgu,D,Ds;E,LEC,21,5.83,6.12,3,0,0,0,1,2,1,2024-25
Okafor,A,A,NAP,12,5.88,6.12,1,0,0,0,0,0,0,2024-25
Masina,D,B;Ds;E,TOR,24,5.96,6.12,1,0,0,0,3,5,0,2024-25
Pisilli,C,C,ROM,24,5.98,6.12,2,0,0,0,1,7,0,2024-25
Pellegrini Lu.,D,Ds;E,LAZ,19,6.08,6.11,0,0,0,0,3,5,0,2024-25
Simeone,A,Pc,NAP,19,5.92,6.11,1,0,0,0,1,1,0,2024-25
Lovric,C,C,UDI,35,5.96,6.11,2,0,0,0,2,5,0,2024-25
Pavlovic,D,Dc,MIL,22,5.91,6.11,2,0,0,0,1,3,1,2024-25
Zerbin,C,E;W,VEN,18,6.0,6.11,1,0,0,0,1,4,0,2024-25
De Winter,D,Dd;Dc,GEN,24,5.85,6.1,3,0,0,0,0,6,0,2024-25
Pierotti,A,W;A,LEC,35,5.81,6.1,4,0,0,0,1,4,1,2024-25
Ekhator,A,Pc,GEN,15,5.87,6.1,1,0,0,0,1,1,0,2024-25
Cuadrado,D,E,ATA,20,6.08,6.1,0,0,0,0,2,3,0,2024-25
Karlsson,C,W;A,LEC,17,5.82,6.09,2,0,1,0,0,3,0,2024-25
Augello,D,Ds;E,CAG,37,5.95,6.09,0,0,0,0,7,3,0,2024-25
Ruggeri,D,E,ATA,26,6.0,6.08,0,0,0,0,3,2,0,2024-25
Luperto,D,Dc,CAG,36,6.0,6.08,1,0,0,0,2,4,0,2024-25
Lazaro,D,E,TOR,31,5.98,6.08,0,0,0,0,6,6,0,2024-25
Viti,D,Dc,EMP,30,6.02,6.07,1,0,0,0,0,3,0,2024-25
Guendouzi,C,C,LAZ,37,6.04,6.07,1,0,0,0,2,8,0,2024-25
Erlic,D,Dc,BOL,7,6.07,6.07,0,0,0,0,0,0,0,2024-25
Hainaut,C,E;C,PAR,22,5.86,6.07,2,0,0,0,0,3,0,2024-25
De Silvestri,D,Dd;E,BOL,16,5.91,6.06,1,0,0,0,0,1,0,2024-25
Mina,D,Dc,CAG,31,6.06,6.06,1,0,0,0,0,4,1,2024-25
Kyriakopoulos,D,Ds;E,MON,34,5.9,6.06,2,0,0,0,4,5,0,2024-25
Gilmour,C,M;C,NAP,17,6.0,6.06,0,0,0,0,1,0,0,2024-25
Obert,D,Dc,CAG,19,5.95,6.05,1,0,0,0,1,4,0,2024-25
Badelj,C,M;C,GEN,22,5.98,6.05,1,0,0,0,0,3,0,2024-25
Kalulu,D,Dd;Dc,JUV,28,6.02,6.05,1,0,0,0,0,2,1,2024-25
Olivera,D,B;Ds;E,NAP,30,6.08,6.05,0,0,0,0,1,4,0,2024-25
Haj Mohamed,A,A,PAR,11,5.91,6.05,1,0,0,0,0,4,0,2024-25
Pezzella Giu.,D,Ds;E,EMP,35,6.03,6.04,0,0,0,0,4,7,0,2024-25
Colpani,C,T,FIO,24,5.81,6.04,2,0,0,0,0,1,0,2024-25
Frendrup,C,E;M,GEN,35,6.0,6.04,2,0,0,0,0,5,0,2024-25
De Sciglio,D,Dd;Ds;E,EMP,12,5.79,6.04,1,0,0,0,0,0,0,2024-25
Fagioli,C,C;T,FIO,24,5.92,6.04,1,0,0,0,2,4,0,2024-25
Cancellieri,A,W;A,PAR,25,5.76,6.04,3,0,0,0,0,2,1,2024-25
Vojvoda,D,B;Dd;E,COM,27,5.96,6.04,1,0,0,0,2,6,0,2024-25
Rui Modesto,C,E;W,UDI,13,5.96,6.04,0,0,0,0,1,1,0,2024-25
Moro N.,C,M;C,BOL,16,6.0,6.03,0,0,0,0,1,1,0,2024-25
Messias,C,C;W,GEN,16,6.0,6.03,1,0,0,0,1,1,0,2024-25
Lobotka,C,M;C,NAP,31,6.05,6.03,0,0,0,0,1,3,0,2024-25
N'Dicka,D,Dc,ROM,38,6.05,6.03,0,0,0,0,0,2,0,2024-25
Ricci S.,C,M;C,TOR,34,6.06,6.03,1,0,0,0,1,8,1,2024-25
Kamara H.,D,Ds;E,UDI,30,5.93,6.03,1,0,0,0,4,6,1,2024-25
Busio,C,C,VEN,31,5.9,6.03,2,0,0,0,0,4,0,2024-25
Cacace,D,Ds;E,EMP,29,5.79,6.02,2,0,0,0,3,6,0,2024-25
Serdar,C,M;C,VER,21,5.79,6.02,2,0,0,0,1,2,1,2024-25
Savona,D,B;Dd;E,JUV,27,5.89,6.02,2,0,0,0,0,5,0,2024-25
Musso,P,Por,ATA,1,6.0,6.0,0,0,0,0,0,0,0,2024-25
Godfrey,D,B;Dd;Ds,ATA,1,6.0,6.0,0,0,0,0,0,0,0,2024-25
Bakker,D,E,ATA,1,6.0,6.0,0,0,0,0,0,0,0,2024-25
Urbanski,C,C;W;T,MON,12,5.88,6.0,1,0,0,0,0,3,0,2024-25
Baselli,C,M;C,COM,1,6.0,6.0,0,0,0,0,0,0,0,2024-25
Kone B.,C,M;C,COM,1,6.0,6.0,0,0,0,0,0,1,0,2024-25
Haas,C,M;C,EMP,6,6.08,6.0,0,0,0,0,0,1,0,2024-25
Sommariva,P,Por,GEN,1,7.0,6.0,0,1,0,0,0,0,0,2024-25
Ankeye,A,Pc,GEN,1,6.0,6.0,0,0,0,0,0,0,0,2024-25
Pavard,D,Dd;Dc,INT,22,6.05,6.0,0,0,0,0,1,4,0,2024-25
Rovella,C,M;C,LAZ,33,6.11,6.0,0,0,0,0,3,13,0,2024-25
Ciurria,C,E;W,MON,17,5.79,6.0,1,0,0,0,1,1,0,2024-25
Pessina,C,M;C,MON,11,6.09,6.0,0,0,0,0,0,2,0,2024-25
Dahl,D,Ds;E,ROM,2,6.0,6.0,0,0,0,0,0,0,0,2024-25
Zemura,D,Ds;E,UDI,21,5.81,6.0,1,0,0,0,2,2,0,2024-25
Adzic,C,T,JUV,1,6.0,6.0,0,0,0,0,0,0,0,2024-25
Liberali,C,W;T,MIL,1,6.0,6.0,0,0,0,0,0,0,0,2024-25
Raimondo,A,Pc,VEN,1,6.0,6.0,0,0,0,0,0,0,0,2024-25
Coulibaly L.,C,M;C,LEC,37,5.96,6.0,1,0,0,0,0,3,0,2024-25
Palestra,D,E,ATA,3,6.0,6.0,0,0,0,0,0,0,0,2024-25
Abankwah,D,Dd;Dc,UDI,2,6.25,6.0,0,0,0,0,0,1,0,2024-25
Abdulhamid,D,Dd;E,ROM,4,5.75,6.0,0,0,0,0,1,0,0,2024-25
Vlahovic V.,A,Pc,ATA,2,6.0,6.0,0,0,0,0,0,0,0,2024-25
Ahanor,D,B;Ds;E,GEN,6,6.0,6.0,0,0,0,0,0,0,0,2024-25
Martins K.,C,E;W,MON,6,5.92,6.0,0,0,0,0,1,1,0,2024-25
Kasa,C,M;C,GEN,3,6.0,6.0,0,0,0,0,0,0,0,2024-25
Melegoni,C,C;T,GEN,3,6.0,6.0,0,0,0,0,0,0,0,2024-25
Pereiro,C,W;T,GEN,1,6.0,6.0,0,0,0,0,0,0,0,2024-25
Veiga R.,C,M;C,JUV,13,6.08,6.0,0,0,0,0,0,2,0,2024-25
Nelsson,D,Dc,ROM,4,6.0,6.0,0,0,0,0,0,0,0,2024-25
Salah-Eddine,D,Ds;E,ROM,2,5.5,6.0,0,0,0,0,1,0,0,2024-25
Kovalenko,C,C;T,EMP,3,6.0,6.0,0,0,0,0,0,0,0,2024-25
Perciun,C,T,TOR,2,6.0,6.0,0,0,0,0,0,0,0,2024-25
Cacciamani,C,W;A,TOR,1,6.0,6.0,0,0,0,0,0,0,0,2024-25
Kolasinac,D,B;Ds;E,ATA,23,6.13,5.98,0,0,0,0,2,7,0,2024-25
Haps,D,Ds;E,VEN,22,5.86,5.98,1,0,0,0,1,3,0,2024-25
Yeboah J.,C,W;T,VEN,28,5.91,5.98,1,0,0,0,2,6,0,2024-25
Felici,C,E;W,CAG,18,5.83,5.97,0,0,0,0,3,1,0,2024-25
Baschirotto,D,Dd;Dc,LEC,38,5.86,5.97,2,0,0,0,0,3,0,2024-25
Ilic,C,C,TOR,16,5.91,5.97,1,0,0,0,0,4,0,2024-25
Idzes,D,Dc,VEN,35,5.96,5.97,1,0,0,0,0,5,0,2024-25
Engelhardt,C,M;C,COM,16,5.81,5.97,1,0,0,0,1,3,0,2024-25
Ranieri L.,D,Ds;Dc,FIO,36,5.92,5.96,1,0,0,0,2,7,0,2024-25
Zanoli,D,Dd;E,GEN,27,5.91,5.96,1,0,0,0,0,3,0,2024-25
