nome,ruolo,ruolo_mantra,squadra,presenze,media_voto,fantamedia,gol,gol_subiti,rigori_tirati,rigori_parati,assist,ammonizioni,espulsioni,stagione
Dybala,A,A,JUV,19,6.11,6.89,4,0,0,0,3,0,0,2020-21
Candreva,C,E;W,SAM,33,6.23,6.88,5,0,2,0,7,1,0,2020-21
Keita B.,A,A,SAM,22,6.0,6.86,7,0,0,0,1,4,1,2020-21
Hernandez T.,D,Ds;E,MIL,33,6.21,6.86,7,0,0,0,5,9,0,2020-21
Calhanoglu,C,T,MIL,33,6.27,6.85,4,0,1,0,9,4,0,2020-21
Pobega,C,C,SPE,20,6.1,6.85,6,0,0,0,0,6,0,2020-21
Oddei,A,A,SAS,3,6.17,6.83,0,0,0,0,2,0,0,2020-21
Saponara,C,T,SPE,8,6.19,6.81,2,0,0,0,0,0,1,2020-21
Kucka,C,C,PAR,28,6.11,6.79,7,0,4,0,2,8,0,2020-21
Pandev,A,A,GEN,28,6.02,6.79,7,0,1,0,3,5,0,2020-21
Zaccagni,C,C;T,VER,35,6.3,6.79,5,0,1,0,5,6,0,2020-21
Mihaila,A,A,PAR,14,6.14,6.79,3,0,0,0,1,2,0,2020-21
Rafael Leao,A,A,MIL,29,6.02,6.78,6,0,0,0,6,5,0,2020-21
Pereyra,C,W;T,UDI,34,6.29,6.76,5,0,1,0,5,8,0,2020-21
Dzeko,A,Pc,ROM,25,5.96,6.76,7,0,0,0,3,2,0,2020-21
Barrow,A,A,BOL,38,6.0,6.76,8,0,0,0,8,0,0,2020-21
Diaz B.,C,W;T,MIL,25,6.2,6.76,4,0,0,0,3,2,0,2020-21
Galabinov,A,Pc,SPE,8,6.0,6.75,3,0,0,0,0,0,0,2020-21
Torregrossa,A,Pc,SAM,4,6.0,6.75,1,0,0,0,0,0,0,2020-21
Orsolini,A,W;A,BOL,31,5.97,6.74,7,0,3,0,3,0,0,2020-21
Zappacosta,D,Dd;E,GEN,25,6.22,6.72,4,0,0,0,2,3,0,2020-21
Barak,C,C;T,VER,34,6.09,6.69,7,0,0,0,3,5,1,2020-21
Lammers,A,Pc,ATA,8,5.94,6.69,2,0,0,0,0,0,0,2020-21
Man,A,A,PAR,11,6.09,6.68,2,0,0,0,1,1,0,2020-21
Cuadrado,D,Dd;E,JUV,29,6.31,6.64,2,0,1,0,9,9,1,2020-21
Darmian,D,Dd;Ds;E,INT,23,6.2,6.63,3,0,0,0,3,5,0,2020-21
Barella,C,M;C,INT,36,6.29,6.61,3,0,0,0,5,5,0,2020-21
Mckennie,C,M;C,JUV,33,6.17,6.61,5,0,0,0,2,5,0,2020-21
Palacio,A,A,BOL,33,6.06,6.59,5,0,0,0,5,5,0,2020-21
Verre,C,C;T,SAM,22,6.11,6.59,3,0,0,0,3,3,0,2020-21
Lazovic,C,E;W,VER,31,6.15,6.58,3,0,0,0,6,3,0,2020-21
Skriniar,D,Dc,INT,32,6.31,6.58,3,0,0,0,0,1,0,2020-21
Traore' Hj.,C,C;T,SAS,32,6.14,6.58,5,0,0,0,2,6,0,2020-21
Dimarco,D,Ds;E,VER,35,6.14,6.57,5,0,0,0,3,6,0,2020-21
Favilli,A,Pc,VER,9,5.94,6.56,2,0,0,0,0,1,0,2020-21
Sau,A,A,BEN,20,5.92,6.55,4,0,1,0,2,1,1,2020-21
Ramsey,C,T,JUV,20,6.1,6.55,2,0,0,0,4,2,0,2020-21
Eriksen,C,T,INT,23,6.17,6.54,3,0,0,0,0,1,0,2020-21
Bonazzoli,A,Pc,TOR,15,5.97,6.53,2,0,0,0,3,2,0,2020-21
Locatelli,C,M;C,SAS,34,6.28,6.53,4,0,2,0,1,9,0,2020-21
Freuler,C,C,ATA,33,6.3,6.52,2,0,0,0,3,5,0,2020-21
Spinazzola,D,Dd;Ds;E,ROM,25,6.2,6.52,2,0,0,0,4,0,0,2020-21
Caprari,A,A,BEN,30,6.0,6.52,5,0,0,0,6,3,1,2020-21
Djuricic,C,T,SAS,30,6.0,6.52,5,0,1,0,3,5,0,2020-21
Pavoletti,A,Pc,CAG,22,5.98,6.5,4,0,0,0,3,8,0,2020-21
Capradossi,D,Dc,SPE,1,6.5,6.5,0,0,0,0,0,0,0,2020-21
Pegolo,P,Por,SAS,1,6.5,6.5,0,0,0,0,0,0,0,2020-21
Gagliardini,C,M;C,INT,22,6.05,6.5,3,0,0,0,2,2,0,2020-21
Edera,A,W;A,TOR,1,6.5,6.5,0,0,0,0,0,0,0,2020-21
Lapadula,A,Pc,BEN,37,5.91,6.5,8,0,0,0,2,2,0,2020-21
Nestorovski,A,Pc,UDI,14,6.0,6.5,2,0,0,0,1,1,0,2020-21
Paz,D,Ds;Dc,BOL,6,6.0,6.5,1,0,0,0,0,0,0,2020-21
Bremer,D,Dc,TOR,33,6.08,6.5,5,0,0,0,0,2,0,2020-21
Letica,P,Por,SAM,1,6.5,6.5,0,0,0,0,0,0,0,2020-21
Crespi,P,Por,CRO,1,6.5,6.5,0,0,0,0,0,0,0,2020-21
Pastina,D,Dc,BEN,3,6.33,6.5,0,0,0,0,1,1,0,2020-21
Kallon,A,A,GEN,1,6.5,6.5,0,0,0,0,0,0,0,2020-21
Hernani,C,M;C,PAR,31,5.89,6.48,7,0,1,0,3,11,0,2020-21
Jankto,C,C;W,SAM,33,5.91,6.47,6,0,0,0,3,6,0,2020-21
Carles Perez,A,W;A,ROM,16,6.03,6.47,2,0,0,0,1,0,0,2020-21
Faraoni,D,Dd;E,VER,34,6.07,6.46,4,0,0,0,5,8,0,2020-21
Pessina,C,C;T,ATA,26,6.23,6.46,2,0,0,0,1,2,0,2020-21
Boga,A,A,SAS,27,5.98,6.46,4,0,0,0,1,0,0,2020-21
Miguel Veloso,C,M;C,VER,19,6.05,6.45,2,0,2,0,2,1,0,2020-21
Demme,C,M,NAP,21,6.21,6.45,2,0,0,0,2,6,0,2020-21
Zaza,A,Pc,TOR,26,5.83,6.44,6,0,0,0,0,4,0,2020-21
Pedro,A,W;A,ROM,26,5.88,6.44,5,0,0,0,2,3,1,2020-21
Romero,D,Dc,ATA,31,6.34,6.44,2,0,0,0,2,10,0,2020-21
Tomori,D,Dc,MIL,17,6.26,6.44,1,0,0,0,0,0,0,2020-21
Kulusevski,C,T;A,JUV,34,6.09,6.43,4,0,0,0,3,7,0,2020-21
Letizia,D,Dd;Ds;E,BEN,22,6.0,6.41,3,0,0,0,1,2,0,2020-21
Hateboer,D,Dd;E,ATA,22,6.16,6.41,2,0,0,0,1,3,0,2020-21
Mancini,D,Dc,ROM,33,6.14,6.41,4,0,0,0,2,10,0,2020-21
Danilo,D,Dd;Ds;E,JUV,34,6.29,6.41,1,0,0,0,4,6,0,2020-21
Ribery,A,A,FIO,29,6.12,6.4,2,0,0,0,6,6,1,2020-21
Gyasi,A,A,SPE,36,5.96,6.4,4,0,0,0,6,4,0,2020-21
Pelle',A,Pc,PAR,10,5.95,6.4,1,0,0,0,2,1,0,2020-21
Castrovilli,C,C;T,FIO,32,5.98,6.39,5,0,0,0,3,8,1,2020-21
Brozovic,C,C,INT,33,6.15,6.38,2,0,0,0,6,7,1,2020-21
Nuytinck,D,Dc,UDI,19,6.24,6.37,1,0,0,0,0,1,0,2020-21
Svanberg,C,C;T,BOL,32,5.95,6.36,5,0,0,0,2,6,1,2020-21
Okaka,A,Pc,UDI,22,5.82,6.36,4,0,0,0,1,2,0,2020-21
Maggiore,C,C,SPE,32,6.09,6.36,3,0,0,0,1,3,0,2020-21
Hauge,A,W;A,MIL,11,5.82,6.36,2,0,0,0,0,0,0,2020-21
Iago Falque,A,A,BEN,10,5.95,6.35,1,0,0,0,1,0,0,2020-21
Farias,A,A,SPE,26,5.9,6.35,4,0,0,0,2,5,0,2020-21
Simeone,A,Pc,CAG,29,5.71,6.34,6,0,0,0,1,1,0,2020-21
Lazzari,C,E,LAZ,32,6.12,6.34,2,0,0,0,5,2,1,2020-21
Ansaldi,D,Ds;E,TOR,26,6.04,6.33,1,0,1,0,5,1,0,2020-21
Deulofeu,A,W;A,UDI,12,6.0,6.33,1,0,0,0,1,0,0,2020-21
Sottil,C,W;A,CAG,19,6.03,6.32,2,0,0,0,1,3,0,2020-21
Damsgaard,C,W;T;A,SAM,30,6.03,6.32,2,0,0,0,4,3,0,2020-21
Perisic,C,W;A,INT,31,5.9,6.31,4,0,0,0,2,3,0,2020-21
Bonaventura,C,C;W;T,FIO,32,6.03,6.3,3,0,0,0,2,5,0,2020-21
Gervinho,A,A,PAR,27,5.7,6.3,5,0,0,0,1,0,0,2020-21
Defrel,A,A,SAS,28,5.93,6.3,3,0,0,0,2,1,0,2020-21
Fazio,D,Dc,ROM,5,5.9,6.3,1,0,0,0,0,2,0,2020-21
Ruiz,C,C;T,NAP,32,6.03,6.3,3,0,0,0,0,1,0,2020-21
De Ligt,D,Dc,JUV,25,6.22,6.3,1,0,0,0,1,4,0,2020-21
Ouwejan,D,Ds;E,UDI,10,6.1,6.3,0,0,0,0,2,0,0,2020-21
Karsdorp,D,Dd;E,ROM,34,6.06,6.29,1,0,0,0,6,2,0,2020-21
Rrahmani,D,Dd;Ds;Dc,NAP,14,6.14,6.29,1,0,0,0,0,2,0,2020-21
De Vrij,D,Dc,INT,32,6.22,6.28,1,0,0,0,0,2,0,2020-21
Calabria,D,Dd;Ds;E,MIL,32,6.23,6.28,2,0,0,0,1,7,0,2020-21
Marin,C,C,CAG,37,5.99,6.28,3,0,0,0,5,6,0,2020-21
Brunetta,C,T;A,PAR,11,5.95,6.27,1,0,0,0,2,3,0,2020-21
Skov Olsen,A,W;A,BOL,25,5.92,6.26,2,0,0,0,3,1,0,2020-21
Molina N.,D,Dd;E,UDI,25,5.84,6.26,2,0,0,0,5,1,0,2020-21
Bastoni S.,D,Ds;E,SPE,21,6.0,6.26,1,0,0,0,6,7,0,2020-21
Ranocchia,D,Dc,INT,8,6.25,6.25,0,0,0,0,1,2,0,2020-21
Eysseric,C,W;T,FIO,14,5.89,6.25,2,0,0,0,0,2,0,2020-21
Kjaer,D,Dc,MIL,28,6.27,6.25,0,0,0,0,1,3,0,2020-21
Santander,A,Pc,BOL,2,5.75,6.25,0,0,0,0,1,0,0,2020-21
Insigne R.,A,W;A,BEN,28,5.93,6.25,2,0,0,0,4,2,0,2020-21
Alex Sandro,D,Ds;E,JUV,24,6.06,6.23,2,0,0,0,1,2,0,2020-21
Nandez,C,M;C,CAG,32,6.09,6.23,2,0,0,0,3,7,1,2020-21
Badelj,C,M;C,GEN,29,6.14,6.22,1,0,0,0,3,7,0,2020-21
Sansone,A,A,BOL,23,5.91,6.22,2,0,0,0,2,2,0,2020-21
Salcedo E.,A,Pc,VER,16,5.88,6.22,2,0,0,0,1,3,0,2020-21
Yoshida,D,Dc,SAM,29,6.1,6.21,1,0,0,0,2,5,0,2020-21
Vignato,A,T;A,BOL,25,6.0,6.2,1,0,0,0,4,4,0,2020-21
Pezzella Giu.,D,Ds;E,PAR,24,6.04,6.19,1,0,0,0,4,7,0,2020-21
Pjaca,A,A,GEN,29,5.81,6.19,3,0,0,0,2,0,0,2020-21
Thorsby,C,M;C,SAM,33,6.03,6.18,3,0,0,0,1,10,0,2020-21
Elmas,C,C;T,NAP,21,5.88,6.17,2,0,0,0,1,2,0,2020-21
Bonucci,D,Dc,JUV,25,5.98,6.16,2,0,0,0,0,3,0,2020-21
Cerri,A,Pc,CAG,10,5.85,6.15,1,0,0,0,0,1,0,2020-21
Mandragora,C,M;C,TOR,26,5.87,6.15,3,0,0,0,1,3,1,2020-21
Di Lorenzo,D,Dd;E,NAP,36,5.97,6.15,3,0,0,0,3,11,0,2020-21
Izzo,D,Dd;Dc,TOR,25,5.96,6.14,2,0,0,0,0,3,0,2020-21
Strootman,C,M;C,GEN,18,6.17,6.14,0,0,0,0,3,7,0,2020-21
Young,D,Dd;Ds;E,INT,22,5.91,6.14,1,0,0,0,4,4,0,2020-21
Demiral,D,Dc,JUV,11,6.09,6.14,0,0,0,0,1,1,0,2020-21
Saelemaekers,C,W,MIL,32,5.94,6.14,2,0,0,0,4,5,1,2020-21
Erlic,D,Dc,SPE,22,5.82,6.14,3,0,0,0,1,6,0,2020-21
Krunic,C,C;T,MIL,16,5.88,6.12,1,0,0,0,2,3,0,2020-21
Ghoulam,D,Ds;E,NAP,8,6.19,6.12,0,0,0,0,0,1,0,2020-21
Tello,C,C;W,BEN,12,5.92,6.12,1,0,0,0,0,2,0,2020-21
Karamoh,A,A,PAR,21,5.81,6.12,2,0,0,0,1,3,0,2020-21
Vidal,C,C,INT,20,6.05,6.12,1,0,0,0,0,3,0,2020-21
Forestieri,A,A,UDI,17,5.91,6.12,1,0,0,0,1,1,0,2020-21
Lukic,C,C,TOR,32,5.89,6.11,3,0,0,0,0,4,0,2020-21
Ilic,C,C;T,VER,28,5.93,6.11,2,0,0,0,0,2,0,2020-21
Gaich,A,Pc,BEN,14,5.68,6.11,2,0,0,0,0,1,0,2020-21
Lykogiannis,D,Ds;E,CAG,30,5.8,6.1,4,0,0,0,2,6,2,2020-21
Arthur,C,C,JUV,20,6.02,6.1,1,0,0,0,0,3,0,2020-21
Nainggolan,C,C;T,CAG,23,6.07,6.09,1,0,0,0,0,5,0,2020-21
Rabiot,C,C,JUV,32,5.8,6.09,4,0,0,0,1,5,1,2020-21
Criscito,D,Ds;Dc;E,GEN,22,6.09,6.09,1,0,1,0,0,6,0,2020-21
Bourabia,C,M;C,SAS,11,5.86,6.09,1,0,0,0,0,2,0,2020-21
Bessa,C,C;T,VER,13,5.96,6.08,0,0,0,0,2,1,0,2020-21
Bastoni,D,Dc,INT,33,6.11,6.08,0,0,0,0,2,6,0,2020-21
Bakayoko,C,M,NAP,26,5.96,6.08,2,0,0,0,0,4,1,2020-21
Colley E.,A,A,VER,19,5.95,6.08,1,0,0,0,0,1,0,2020-21
Arslan,C,C;T,UDI,29,5.91,6.07,3,0,0,0,0,9,0,2020-21
De Roon,C,M;C,ATA,35,6.07,6.06,1,0,0,0,1,7,1,2020-21
Buffon,P,Por,JUV,8,6.31,6.06,0,5,0,1,0,0,0,2020-21
Melegoni,C,C,GEN,8,6.12,6.06,0,0,0,0,0,1,0,2020-21
Meite',C,M;C,MIL,26,5.92,6.06,1,0,0,0,1,2,0,2020-21
Palomino,D,Dc,ATA,31,5.97,6.05,1,0,0,0,1,3,0,2020-21
Reca,D,Ds;E,CRO,30,5.9,6.05,2,0,0,0,2,7,0,2020-21
Gojak,C,T,TOR,11,5.73,6.05,1,0,0,0,1,1,0,2020-21
Rugani,D,Dc,CAG,12,5.79,6.04,1,0,0,0,1,2,0,2020-21
Kurtic,C,C;T,PAR,34,5.75,6.03,4,0,0,0,0,5,0,2020-21
Biraghi,D,Ds;E,FIO,35,5.91,6.03,1,0,0,0,5,8,0,2020-21
Kalinic,A,Pc,VER,17,5.74,6.03,2,0,0,0,0,2,0,2020-21
Djimsiti,D,Dc,ATA,33,6.09,6.03,0,0,0,0,2,8,0,2020-21
Ferrari G.,D,Dc,SAS,34,6.07,6.03,0,0,0,0,2,7,0,2020-21
Dalot,D,Dd;Ds;E,MIL,17,5.91,6.03,1,0,0,0,1,4,0,2020-21
Augello,D,Ds;E,SAM,37,5.92,6.03,1,0,0,0,3,2,1,2020-21
Vojvoda,D,Dd;E,TOR,19,5.71,6.03,2,0,0,0,2,4,0,2020-21
Maehle,D,Dd;E,ATA,18,5.92,6.03,0,0,0,0,2,0,0,2020-21
Brugman,C,M;C,PAR,24,6.0,6.02,1,0,0,0,1,7,0,2020-21
Zajc,C,T,GEN,31,5.89,6.02,1,0,0,0,3,4,0,2020-21
Singo,D,Dd;Dc;E,TOR,27,5.91,6.02,1,0,0,0,2,2,1,2020-21
Mattiello,D,Dd;Ds;E,SPE,1,6.0,6.0,0,0,0,0,0,0,0,2020-21
De Sciglio,D,Dd;Ds;E,JUV,1,6.0,6.0,0,0,0,0,0,0,0,2020-21
Poli,C,M;C,BOL,10,5.95,6.0,1,0,0,0,0,1,0,2020-21
Romagnoli,D,Dc,MIL,22,5.98,6.0,1,0,0,0,1,7,0,2020-21
Festa,P,Por,CRO,1,7.0,6.0,0,1,0,0,0,0,0,2020-21
Parigini,C,W,GEN,1,6.0,6.0,0,0,0,0,0,0,0,2020-21
Olivera M.,D,Ds;E,FIO,1,6.0,6.0,0,0,0,0,0,0,0,2020-21
Coulibaly M.,C,M;C,UDI,2,6.0,6.0,0,0,0,0,0,0,0,2020-21
Douglas Costa,C,W,JUV,1,6.0,6.0,0,0,0,0,0,0,0,2020-21
Berenguer,C,W;T,TOR,2,6.0,6.0,0,0,0,0,0,0,0,2020-21
Pastore,C,T,ROM,3,6.0,6.0,0,0,0,0,0,0,0,2020-21
Calabresi,D,Dd;Dc,CAG,1,6.0,6.0,0,0,0,0,0,0,0,2020-21
Terracciano,P,Por,FIO,4,6.25,6.0,0,4,0,1,0,0,0,2020-21
Schiappacasse,A,A,SAS,1,6.0,6.0,0,0,0,0,0,0,0,2020-21
Millico,A,A,TOR,1,6.0,6.0,0,0,0,0,0,0,0,2020-21
Juwara,A,A,BOL,1,6.0,6.0,0,0,0,0,0,1,0,2020-21
Tomiyasu,D,Dd;Dc,BOL,31,5.94,6.0,2,0,0,0,0,4,0,2020-21
Fagioli,C,T,JUV,1,6.0,6.0,0,0,0,0,0,0,0,2020-21
Berardi A.,P,Por,VER,1,6.0,6.0,0,0,0,0,0,0,0,2020-21
Duarte,D,Dc,MIL,1,6.0,6.0,0,0,0,0,0,0,0,2020-21
Agudelo,C,C;T,SPE,27,5.89,6.0,1,0,0,0,2,4,0,2020-21
Gomelt,C,C,CRO,1,6.0,6.0,0,0,0,0,0,0,0,2020-21
Bartolomei,C,M;C,SPE,5,5.9,6.0,0,0,0,0,1,1,0,2020-21
Ruegg,D,Dd;E,VER,5,6.0,6.0,0,0,0,0,0,0,0,2020-21
Riviere,A,Pc,CRO,14,5.79,6.0,1,0,0,0,1,2,0,2020-21
Ricci G.,D,Ds;E,PAR,2,6.0,6.0,0,0,0,0,0,0,0,2020-21
Zagaritis,D,Ds;E,PAR,2,6.0,6.0,0,0,0,0,0,0,0,2020-21
Ghiglione,D,Dd;E,GEN,23,5.89,5.98,0,0,0,0,4,4,0,2020-21
Koulibaly,D,Dc,NAP,26,6.17,5.98,0,0,0,0,0,8,1,2020-21
Stryger Larsen,D,Dd;Dc;E,UDI,32,5.8,5.98,2,0,0,0,0,0,0,2020-21
Gunter,D,Dc,VER,25,5.98,5.98,0,0,0,0,2,4,0,2020-21
Colley,D,Dc,SAM,29,5.88,5.98,2,0,0,0,0,6,0,2020-21
Vulic,C,C;T,CRO,23,5.85,5.98,1,0,0,0,1,2,0,2020-21
Lasagna,A,Pc,VER,34,5.63,5.97,4,0,0,0,0,1,0,2020-21
Toloi,D,Dc,ATA,31,5.94,5.97,2,0,0,0,0,10,0,2020-21
Milenkovic,D,Dd;Dc,FIO,34,5.84,5.97,3,0,0,0,0,7,1,2020-21
Ekdal,C,M;C,SAM,30,5.88,5.97,2,0,0,0,1,9,0,2020-21
Caceres,D,Dd;Ds;Dc,FIO,26,5.73,5.96,2,0,0,0,2,4,0,2020-21
Adrien Silva,C,C,SAM,23,5.93,5.96,1,0,0,0,1,6,1,2020-21
Muldur,D,Dd;Dc;E,SAS,27,5.96,5.96,0,0,0,0,1,2,0,2020-21
Godin,D,Dc,CAG,28,5.89,5.95,1,0,0,0,0,3,0,2020-21
Lopez M.,C,W;T,SAS,28,5.86,5.95,2,0,0,0,0,7,0,2020-21
Ricci M.,C,M;C,SPE,28,6.0,5.95,0,0,0,0,1,5,0,2020-21
Acerbi,D,Dc,LAZ,32,6.05,5.94,0,0,0,0,1,7,1,2020-21
Bruno Peres,D,Dd;E,ROM,26,5.87,5.94,1,0,0,0,2,6,0,2020-21
El Shaarawy,A,W;A,ROM,9,5.67,5.94,1,0,0,0,0,1,0,2020-21
Marusic,C,E,LAZ,36,5.79,5.94,2,0,0,0,3,3,0,2020-21
Zappa,D,Dd;E,CAG,31,5.85,5.94,0,0,0,0,4,3,0,2020-21
Ismajli,D,Dc,SPE,16,5.78,5.94,1,0,0,0,1,1,1,2020-21
Mbaye,D,Dd;Ds;E,BOL,7,5.64,5.93,1,0,0,0,0,2,0,2020-21
Hysaj,D,Dd;Ds;E,NAP,21,5.93,5.93,0,0,0,0,1,2,0,2020-21
Asamoah,D,Ds;E,CAG,7,5.93,5.93,0,0,0,0,0,0,0,2020-21
Molina S.,C,E;W,CRO,29,5.84,5.93,1,0,0,0,2,1,0,2020-21
Leo' Sena,C,M;C,SPE,15,5.93,5.93,0,0,0,0,0,0,0,2020-21
Bentancur,C,C,JUV,32,5.95,5.92,0,0,0,0,3,6,1,2020-21
Zanellato,C,C,CRO,25,5.8,5.92,1,0,0,0,1,3,0,2020-21
Castillejo,C,W,MIL,24,5.88,5.92,1,0,0,0,0,5,0,2020-21
Tameze,C,M;C,VER,32,5.92,5.92,1,0,0,0,0,6,0,2020-21
Chiellini,D,Dc,JUV,16,6.09,5.91,0,0,0,0,1,4,0,2020-21
Llorente,A,Pc,UDI,16,5.78,5.91,1,0,0,0,0,2,0,2020-21
Verdi,C,W;T;A,TOR,32,5.75,5.91,1,0,0,0,5,6,0,2020-21
Manolas,D,Dc,NAP,29,6.0,5.91,0,0,0,0,0,5,0,2020-21
Sensi,C,C,INT,16,6.0,5.91,0,0,0,0,0,1,1,2020-21
Ramirez,C,W;T,SAM,23,5.89,5.91,0,0,0,0,3,5,0,2020-21
Caldirola,D,Ds;Dc,BEN,22,5.75,5.91,2,0,0,0,0,3,1,2020-21
Mario Rui,D,Ds;E,NAP,24,5.92,5.9,0,0,0,0,1,4,0,2020-21
Callejon,C,W,FIO,15,5.83,5.9,0,0,0,0,1,0,0,2020-21
Baselli,C,C,TOR,10,6.0,5.9,0,0,0,0,0,2,0,2020-21
Pulgar,C,M;C,FIO,29,5.83,5.9,1,0,0,0,3,8,0,2020-21
Samir,D,Ds;Dc,UDI,29,5.9,5.9,1,0,0,0,0,6,0,2020-21
